"","Phoxinus phoxinus","Hemibarbus maculatus","Hypophthalmichthys molitrix","Hypophthalmichthys nobilis","Mylopharyngodon piceus","Ctenopharyngodon idella","Cyprinus carpio","Carassius auratus","Procypris rabaudi","Clarias gariepinus","Pseudobagrus vachellii","Oncorhynchus mykiss","Oncorhynchus tshawytscha","Salvelinus alpinus","Salmo trutta","Salmo salar","Pomacentrus amboinensis","Amphiprion melanopus","Amphiprion chrysopterus","Amphiprion percula","Acanthochromis polyacanthus","Chromis viridis","Amphistichus argenteus","Oreochromis niloticus","Platichthys flesus","Paralichthys olivaceus","Lates niloticus","Lates calcarifer","Trachurus trachurus","Channa argus","Dicentrarchus labrax","Caesio cuning","Tautogolabrus adspersus","Halichoeres melanurus","Halichoeres miniatus","Thalassoma amblycephalum","Myoxocephalus scorpius","Gasterosteus aculeatus","Trematomus bernacchii","Notothenia rossii","Perca fluviatilis","Macquaria ambigua","Siniperca chuatsi","Girella nigricans","Polyprion oxygeneios","Thunnus orientalis","Gadus morhua","Boreogadus saida","Anguilla anguilla","Acipenser medirostris","Hemiscyllium ocellatum","Somniosus microcephalus"
"Channa argus",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.745098039215686,0.745098039215686,0.745098039215686,0.745098039215686,0.745098039215686,0.745098039215686,0.745098039215686,0.745098039215686,0.901960784313726,0.901960784313726,0.901960784313726,0.901960784313726,0.901960784313726,1,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Dicentrarchus labrax",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,1,0.980392156862745,0.901960784313726,0.901960784313726,0.901960784313726,0.901960784313726,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Caesio cuning",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.980392156862745,1,0.901960784313726,0.901960784313726,0.901960784313726,0.901960784313726,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Tautogolabrus adspersus",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.901960784313726,0.901960784313726,1,0.941176470588235,0.941176470588235,0.941176470588235,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Halichoeres melanurus",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.901960784313726,0.901960784313726,0.941176470588235,1,0.980392156862745,0.96078431372549,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Halichoeres miniatus",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.901960784313726,0.901960784313726,0.941176470588235,0.980392156862745,1,0.96078431372549,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Thalassoma amblycephalum",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.901960784313726,0.901960784313726,0.941176470588235,0.96078431372549,0.96078431372549,1,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Myoxocephalus scorpius",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,1,0.980392156862745,0.941176470588235,0.941176470588235,0.92156862745098,0.843137254901961,0.843137254901961,0.843137254901961,0.843137254901961,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Gasterosteus aculeatus",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.980392156862745,1,0.941176470588235,0.941176470588235,0.92156862745098,0.843137254901961,0.843137254901961,0.843137254901961,0.843137254901961,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Trematomus bernacchii",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.941176470588235,0.941176470588235,1,0.980392156862745,0.92156862745098,0.843137254901961,0.843137254901961,0.843137254901961,0.843137254901961,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Notothenia rossii",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.941176470588235,0.941176470588235,0.980392156862745,1,0.92156862745098,0.843137254901961,0.843137254901961,0.843137254901961,0.843137254901961,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Perca fluviatilis",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.92156862745098,0.92156862745098,0.92156862745098,0.92156862745098,1,0.843137254901961,0.843137254901961,0.843137254901961,0.843137254901961,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Macquaria ambigua",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.843137254901961,0.843137254901961,0.843137254901961,0.843137254901961,0.843137254901961,1,0.980392156862745,0.96078431372549,0.941176470588235,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Siniperca chuatsi",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.843137254901961,0.843137254901961,0.843137254901961,0.843137254901961,0.843137254901961,0.980392156862745,1,0.96078431372549,0.941176470588235,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Girella nigricans",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.843137254901961,0.843137254901961,0.843137254901961,0.843137254901961,0.843137254901961,0.96078431372549,0.96078431372549,1,0.941176470588235,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Polyprion oxygeneios",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.450980392156863,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.725490196078431,0.843137254901961,0.843137254901961,0.843137254901961,0.843137254901961,0.843137254901961,0.941176470588235,0.941176470588235,0.941176470588235,1,0.431372549019608,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Thunnus orientalis",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,0.431372549019608,1,0.392156862745098,0.392156862745098,0.0588235294117647,0.0392156862745098,0,0
"Gadus morhua",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,1,0.980392156862745,0.0588235294117647,0.0392156862745098,0,0
"Boreogadus saida",0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.294117647058823,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.392156862745098,0.980392156862745,1,0.0588235294117647,0.0392156862745098,0,0
"Anguilla anguilla",0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,1,0.0392156862745098,0,0
"Acipenser medirostris",0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,1,0,0
"Hemiscyllium ocellatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.980392156862745
"Somniosus microcephalus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980392156862745,1
