"","Phoxinus phoxinus","Hemibarbus maculatus","Gobiocypris rarus","Pseudorasbora parva","Rhodeus ocellatus","Megalobrama pellegrini","Sinibrama taeniatus","Hypophthalmichthys molitrix","Hypophthalmichthys nobilis","Mylopharyngodon piceus","Ctenopharyngodon idella","Zacco platypus","Acrossocheilus monticola","Schizothorax wangchiachii","Percocypris pingi","Spinibarbus sinensis","Cyprinus carpio","Carassius auratus","Procypris rabaudi","Discogobio yunnanensis","Misgurnus anguillicaudatus","Triplophysa rosa","Metahomaloptera omeiensis","Myxocyprinus asiaticus","Silurus meridionalis","Tachysurus dumerili","Hemibagrus macropterus","Pseudobagrus vachellii","Oncorhynchus nerka","Oncorhynchus mykiss","Oncorhynchus clarkii lewisi","Oncorhynchus tshawytscha","Oncorhynchus kisutch","Salmo trutta","Pomacentrus amboinensis","Acanthochromis polyacanthus","Amphistichus argenteus","Poecilia reticulata","Gambusia holbrooki","Fundulus grandis","Paralichthys olivaceus","Lates niloticus","Lates calcarifer","Channa argus","Chrysoblephus laticeps","Lutjanus fulvus","Caesio cuning","Acanthurus triostegus","Tautogolabrus adspersus","Halichoeres melanurus","Halichoeres miniatus","Thalassoma amblycephalum","Gasterosteus aculeatus","Perca fluviatilis","Centropristis striata","Macquaria ambigua","Siniperca chuatsi","Paracirrhites arcatus","Girella nigricans","Neogobius melanostomus","Rhinogobius giurinus","Boreogadus saida","Acipenser medirostris","Hemiscyllium ocellatum"
"Oncorhynchus nerka",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,1,0.936507936507937,0.936507936507937,0.936507936507937,0.936507936507937,0.920634920634921,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.0158730158730159,0
"Oncorhynchus mykiss",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.936507936507937,1,0.984126984126984,0.952380952380952,0.952380952380952,0.920634920634921,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.0158730158730159,0
"Oncorhynchus clarkii lewisi",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.936507936507937,0.984126984126984,1,0.952380952380952,0.952380952380952,0.920634920634921,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.0158730158730159,0
"Oncorhynchus tshawytscha",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.936507936507937,0.952380952380952,0.952380952380952,1,0.984126984126984,0.920634920634921,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.0158730158730159,0
"Oncorhynchus kisutch",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.936507936507937,0.952380952380952,0.952380952380952,0.984126984126984,1,0.920634920634921,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.0158730158730159,0
"Salmo trutta",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.920634920634921,0.920634920634921,0.920634920634921,0.920634920634921,0.920634920634921,1,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.0158730158730159,0
"Pomacentrus amboinensis",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,1,0.984126984126984,0.968253968253968,0.92063492063492,0.92063492063492,0.92063492063492,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Acanthochromis polyacanthus",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.984126984126984,1,0.968253968253968,0.92063492063492,0.92063492063492,0.92063492063492,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Amphistichus argenteus",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.968253968253968,0.968253968253968,1,0.92063492063492,0.92063492063492,0.92063492063492,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Poecilia reticulata",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.92063492063492,0.92063492063492,0.92063492063492,1,0.984126984126984,0.968253968253968,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Gambusia holbrooki",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.92063492063492,0.92063492063492,0.92063492063492,0.984126984126984,1,0.968253968253968,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Fundulus grandis",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.92063492063492,0.92063492063492,0.92063492063492,0.968253968253968,0.968253968253968,1,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Paralichthys olivaceus",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,0.968253968253968,0.968253968253968,0.952380952380952,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Lates niloticus",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.968253968253968,1,0.984126984126984,0.952380952380952,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Lates calcarifer",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.968253968253968,0.984126984126984,1,0.952380952380952,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Channa argus",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.952380952380952,0.952380952380952,0.952380952380952,1,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Chrysoblephus laticeps",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,1,0.952380952380952,0.952380952380952,0.952380952380952,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Lutjanus fulvus",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.952380952380952,1,0.984126984126984,0.968253968253968,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Caesio cuning",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.952380952380952,0.984126984126984,1,0.968253968253968,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Acanthurus triostegus",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.952380952380952,0.968253968253968,0.968253968253968,1,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Tautogolabrus adspersus",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,1,0.952380952380952,0.952380952380952,0.952380952380952,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Halichoeres melanurus",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.952380952380952,1,0.984126984126984,0.968253968253968,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Halichoeres miniatus",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.952380952380952,0.984126984126984,1,0.968253968253968,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
"Thalassoma amblycephalum",0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.619047619047619,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.952380952380952,0.968253968253968,0.968253968253968,1,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.587301587301587,0.587301587301587,0.571428571428571,0.0158730158730159,0
