"min_bw","max_bw","mean_bw","min_bwLOG","max_bwLOG","mean_bwLOG","min_temp","max_temp","mean_temp","n","MR","Temp"
0.041,7200,125.462462926895,-3.19418321227783,8.88183630500415,2.52704572874617,0,31,19.2219273244535,4109,"MMR","er"
0.198,6795.93,286.433889703984,-1.6194882482876,8.8240791825622,3.2390121000204,8,39,25.1272604917608,1363,"MMR","warm"
0.04,126000,187.566663127828,-3.2188758248682,11.7440371859336,2.54027941181757,-1,31,19.3115314843884,5733,"RMR","er"
0.326,6350.99,217.561536837222,-1.12085789761543,8.75636598524655,3.06127741323546,1,36.73,23.677433447099,1465,"RMR","warm"
0.041,3450,99.7131106456009,-3.19418321227783,8.1461295100254,2.67278895187519,0,31,19.5561141469338,3294,"AS","er"
0.326,3190,159.701619646478,-1.12085789761543,8.06777619577889,3.12174719340912,8,35,26.1384546271339,1113,"AS","warm"
0.041,3450,99.7131106456009,-3.19418321227783,8.1461295100254,2.67278895187519,0,31,19.5561141469338,3294,"FAS","er"
0.326,3190,163.522782660565,-1.12085789761543,8.06777619577889,3.13002415722521,8,35,26.1337219730942,1115,"FAS","warm"
