"tempTest","lnBWg","model_predFE"
18,0.883767540168595,1.70785185618926
19,0.883767540168595,1.66228752857484
20,0.883767540168595,1.61672320096042
21,0.883767540168595,1.571158873346
22,0.883767540168595,1.52559454573158
23,0.883767540168595,1.48003021811716
24,0.883767540168595,1.43446589050274
25,0.883767540168595,1.38890156288832
26,0.883767540168595,1.3433372352739
27,0.883767540168595,1.29777290765948
28,0.883767540168595,1.25220858004506
29,0.883767540168595,1.20664425243064
30,0.883767540168595,1.16107992481622
31,0.883767540168595,1.11551559720181
32,0.883767540168595,1.06995126958739
33,0.883767540168595,1.02438694197297
18,1.3837675401686,1.6734026633897
19,1.3837675401686,1.62783833577528
20,1.3837675401686,1.58227400816086
21,1.3837675401686,1.53670968054644
22,1.3837675401686,1.49114535293202
23,1.3837675401686,1.44558102531761
24,1.3837675401686,1.40001669770319
25,1.3837675401686,1.35445237008877
26,1.3837675401686,1.30888804247435
27,1.3837675401686,1.26332371485993
28,1.3837675401686,1.21775938724551
29,1.3837675401686,1.17219505963109
30,1.3837675401686,1.12663073201667
31,1.3837675401686,1.08106640440225
32,1.3837675401686,1.03550207678783
33,1.3837675401686,0.989937749173412
18,1.8837675401686,1.63895347059015
19,1.8837675401686,1.59338914297573
20,1.8837675401686,1.54782481536131
21,1.8837675401686,1.50226048774689
22,1.8837675401686,1.45669616013247
23,1.8837675401686,1.41113183251805
24,1.8837675401686,1.36556750490363
25,1.8837675401686,1.32000317728921
26,1.8837675401686,1.27443884967479
27,1.8837675401686,1.22887452206037
28,1.8837675401686,1.18331019444595
29,1.8837675401686,1.13774586683153
30,1.8837675401686,1.09218153921712
31,1.8837675401686,1.0466172116027
32,1.8837675401686,1.00105288398828
33,1.8837675401686,0.955488556373857
18,2.3837675401686,1.60450427779059
19,2.3837675401686,1.55893995017617
20,2.3837675401686,1.51337562256175
21,2.3837675401686,1.46781129494733
22,2.3837675401686,1.42224696733292
23,2.3837675401686,1.3766826397185
24,2.3837675401686,1.33111831210408
25,2.3837675401686,1.28555398448966
26,2.3837675401686,1.23998965687524
27,2.3837675401686,1.19442532926082
28,2.3837675401686,1.1488610016464
29,2.3837675401686,1.10329667403198
30,2.3837675401686,1.05773234641756
31,2.3837675401686,1.01216801880314
32,2.3837675401686,0.966603691188722
33,2.3837675401686,0.921039363574303
18,2.8837675401686,1.57005508499104
19,2.8837675401686,1.52449075737662
20,2.8837675401686,1.4789264297622
21,2.8837675401686,1.43336210214778
22,2.8837675401686,1.38779777453336
23,2.8837675401686,1.34223344691894
24,2.8837675401686,1.29666911930452
25,2.8837675401686,1.2511047916901
26,2.8837675401686,1.20554046407568
27,2.8837675401686,1.15997613646126
28,2.8837675401686,1.11441180884684
29,2.8837675401686,1.06884748123243
30,2.8837675401686,1.02328315361801
31,2.8837675401686,0.977718826003587
32,2.8837675401686,0.932154498389167
33,2.8837675401686,0.886590170774748
18,3.3837675401686,1.53560589219148
19,3.3837675401686,1.49004156457706
20,3.3837675401686,1.44447723696264
21,3.3837675401686,1.39891290934823
22,3.3837675401686,1.35334858173381
23,3.3837675401686,1.30778425411939
24,3.3837675401686,1.26221992650497
25,3.3837675401686,1.21665559889055
26,3.3837675401686,1.17109127127613
27,3.3837675401686,1.12552694366171
