temp acclim,time_acclim_days,test_category,temp test,Fish-ID,species latin,species common,bw_g,RMR,study_ID,Full_Trial_ID,trial_ID
29,NA,ecol_relev,29,9_36,Lates calcarifer,barramundi,24.31,4.03,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_37,Lates calcarifer,barramundi,39.31,6.34,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_38,Lates calcarifer,barramundi,36.85,5.01,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_39,Lates calcarifer,barramundi,34.4,5.73,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_40,Lates calcarifer,barramundi,32.61,4.72,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_41,Lates calcarifer,barramundi,31.16,4.67,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_42,Lates calcarifer,barramundi,36.24,5.96,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_43,Lates calcarifer,barramundi,40.84,6.72,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_44,Lates calcarifer,barramundi,34.07,5.53,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_45,Lates calcarifer,barramundi,24.12,3.69,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_46,Lates calcarifer,barramundi,40.44,6.03,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_47,Lates calcarifer,barramundi,36.28,6.24,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_48,Lates calcarifer,barramundi,41.93,6.3,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_49,Lates calcarifer,barramundi,30.59,4.33,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_50,Lates calcarifer,barramundi,45.87,8.02,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_51,Lates calcarifer,barramundi,29.15,3.64,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_52,Lates calcarifer,barramundi,33.05,6.06,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_53,Lates calcarifer,barramundi,31.16,5.11,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_54,Lates calcarifer,barramundi,41.12,6.93,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_55,Lates calcarifer,barramundi,26,3.98,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_56,Lates calcarifer,barramundi,46.55,4.1,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_57,Lates calcarifer,barramundi,41.54,4.96,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_58,Lates calcarifer,barramundi,36.53,4.73,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_59,Lates calcarifer,barramundi,41.11,4.53,9,9_Lates calcarifer_REPEAT1,REPEAT1
29,NA,ecol_relev,29,9_60,Lates calcarifer,barramundi,33.63,5.35,9,9_Lates calcarifer_REPEAT1,REPEAT1
30,7,ecol_relev,29.41,10_17,Lates calcarifer,barramundi,324.9,31.97,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,29.41,10_18,Lates calcarifer,barramundi,191.2,20.076,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,29.41,10_19,Lates calcarifer,barramundi,286.7,26.319,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,29.41,10_20,Lates calcarifer,barramundi,240.4,22.79,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,28.99,10_21,Lates calcarifer,barramundi,338.3,30.65,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,28.99,10_22,Lates calcarifer,barramundi,402.3,31.138,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,28.99,10_23,Lates calcarifer,barramundi,228.9,14.833,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,28.99,10_24,Lates calcarifer,barramundi,153.9,11.173,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,30.02,10_25,Lates calcarifer,barramundi,186.2,19.104,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,30.02,10_26,Lates calcarifer,barramundi,351.9,33.571,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,30.02,10_27,Lates calcarifer,barramundi,286.2,22.324,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,30.02,10_28,Lates calcarifer,barramundi,172.1,16.935,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,29.93,10_61,Lates calcarifer,barramundi,340.2,33.067,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,29.93,10_62,Lates calcarifer,barramundi,325.2,35.122,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,29.93,10_63,Lates calcarifer,barramundi,369.5,33.698,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,29.93,10_64,Lates calcarifer,barramundi,453.7,34.028,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,29.94,10_97,Lates calcarifer,barramundi,230.1,29.269,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,29.94,10_98,Lates calcarifer,barramundi,449.9,65.595,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,29.94,10_99,Lates calcarifer,barramundi,199.3,17.459,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,29.94,10_100,Lates calcarifer,barramundi,262.5,23.625,10,10_Lates calcarifer_POPBR,POPBR
30,7,ecol_relev,28.95,10_117,Lates calcarifer,barramundi,247.2,28.626,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,28.95,10_118,Lates calcarifer,barramundi,365.4,41.436,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,28.95,10_119,Lates calcarifer,barramundi,196.3,17.314,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,28.95,10_120,Lates calcarifer,barramundi,338.5,29.856,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,30,10_121,Lates calcarifer,barramundi,301.3,27.659,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,30,10_122,Lates calcarifer,barramundi,275.4,32.057,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,30,10_123,Lates calcarifer,barramundi,254.4,23.964,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,30,10_124,Lates calcarifer,barramundi,385.1,37.432,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,29.13,10_125,Lates calcarifer,barramundi,379.5,35.977,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,29.13,10_126,Lates calcarifer,barramundi,384.9,41.569,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,29.13,10_127,Lates calcarifer,barramundi,262.1,25.004,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,29.13,10_128,Lates calcarifer,barramundi,224.3,19.514,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,29.26,10_161,Lates calcarifer,barramundi,378.5,27.479,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,29.26,10_162,Lates calcarifer,barramundi,343,36.427,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,29.26,10_163,Lates calcarifer,barramundi,390,21.06,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,29.26,10_164,Lates calcarifer,barramundi,202,10.544,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,29.85,10_197,Lates calcarifer,barramundi,356.5,31.443,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,29.85,10_198,Lates calcarifer,barramundi,337.1,37.62,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,29.85,10_199,Lates calcarifer,barramundi,354.8,36.615,10,10_Lates calcarifer_POPGL,POPGL
30,7,ecol_relev,29.85,10_200,Lates calcarifer,barramundi,291.7,13.652,10,10_Lates calcarifer_POPGL,POPGL
12,28,ecol_relev,12,11_1,Polyprion oxygeneios,hapuku wreckfish,121.8,12.2249442,11,11_Polyprion oxygeneios_NA,NA
12,28,ecol_relev,12,11_2,Polyprion oxygeneios,hapuku wreckfish,121.5,10.3670847,11,11_Polyprion oxygeneios_NA,NA
12,28,ecol_relev,12,11_3,Polyprion oxygeneios,hapuku wreckfish,124.6,9.51014484,11,11_Polyprion oxygeneios_NA,NA
12,28,ecol_relev,12,11_4,Polyprion oxygeneios,hapuku wreckfish,88.2,7.61357394,11,11_Polyprion oxygeneios_NA,NA
12,28,ecol_relev,12,11_5,Polyprion oxygeneios,hapuku wreckfish,121.6,8.3078944,11,11_Polyprion oxygeneios_NA,NA
12,28,ecol_relev,12,11_6,Polyprion oxygeneios,hapuku wreckfish,131.2,10.63058496,11,11_Polyprion oxygeneios_NA,NA
12,28,ecol_relev,12,11_7,Polyprion oxygeneios,hapuku wreckfish,119.1,10.86856578,11,11_Polyprion oxygeneios_NA,NA
12,28,ecol_relev,12,11_8,Polyprion oxygeneios,hapuku wreckfish,123.6,12.56978628,11,11_Polyprion oxygeneios_NA,NA
15,28,ecol_relev,15,11_9,Polyprion oxygeneios,hapuku wreckfish,105.3,11.73042,11,11_Polyprion oxygeneios_NA,NA
15,28,ecol_relev,15,11_10,Polyprion oxygeneios,hapuku wreckfish,121.3,17.8311,11,11_Polyprion oxygeneios_NA,NA
15,28,ecol_relev,15,11_11,Polyprion oxygeneios,hapuku wreckfish,146,23.78924,11,11_Polyprion oxygeneios_NA,NA
15,28,ecol_relev,15,11_12,Polyprion oxygeneios,hapuku wreckfish,107.7,12.8655189,11,11_Polyprion oxygeneios_NA,NA
15,28,ecol_relev,15,11_13,Polyprion oxygeneios,hapuku wreckfish,133.2,14.621364,11,11_Polyprion oxygeneios_NA,NA
15,28,ecol_relev,15,11_14,Polyprion oxygeneios,hapuku wreckfish,164.5,14.454615,11,11_Polyprion oxygeneios_NA,NA
15,28,ecol_relev,15,11_15,Polyprion oxygeneios,hapuku wreckfish,145.7,16.14356,11,11_Polyprion oxygeneios_NA,NA
15,28,ecol_relev,15,11_16,Polyprion oxygeneios,hapuku wreckfish,161.1,16.49664,11,11_Polyprion oxygeneios_NA,NA
18,28,ecol_relev,18,11_17,Polyprion oxygeneios,hapuku wreckfish,152.3,22.279967,11,11_Polyprion oxygeneios_NA,NA
18,28,ecol_relev,18,11_18,Polyprion oxygeneios,hapuku wreckfish,146.1,23.764626,11,11_Polyprion oxygeneios_NA,NA
18,28,ecol_relev,18,11_19,Polyprion oxygeneios,hapuku wreckfish,203.2,21.695664,11,11_Polyprion oxygeneios_NA,NA
18,28,ecol_relev,18,11_20,Polyprion oxygeneios,hapuku wreckfish,165.8,28.481124,11,11_Polyprion oxygeneios_NA,NA
18,28,ecol_relev,18,11_21,Polyprion oxygeneios,hapuku wreckfish,157.3,27.190878,11,11_Polyprion oxygeneios_NA,NA
18,28,ecol_relev,18,11_22,Polyprion oxygeneios,hapuku wreckfish,175,27.19325,11,11_Polyprion oxygeneios_NA,NA
18,28,ecol_relev,18,11_23,Polyprion oxygeneios,hapuku wreckfish,175.2,25.8080112,11,11_Polyprion oxygeneios_NA,NA
18,28,ecol_relev,18,11_24,Polyprion oxygeneios,hapuku wreckfish,162.5,30.775875,11,11_Polyprion oxygeneios_NA,NA
21,28,ecol_relev,21,11_25,Polyprion oxygeneios,hapuku wreckfish,130.3,25.17396,11,11_Polyprion oxygeneios_NA,NA
21,28,ecol_relev,21,11_26,Polyprion oxygeneios,hapuku wreckfish,144.4,30.127616,11,11_Polyprion oxygeneios_NA,NA
21,28,ecol_relev,21,11_27,Polyprion oxygeneios,hapuku wreckfish,167.8,35.826978,11,11_Polyprion oxygeneios_NA,NA
21,28,ecol_relev,21,11_28,Polyprion oxygeneios,hapuku wreckfish,153.3,29.143863,11,11_Polyprion oxygeneios_NA,NA
21,28,ecol_relev,21,11_29,Polyprion oxygeneios,hapuku wreckfish,173.4,32.111946,11,11_Polyprion oxygeneios_NA,NA
21,28,ecol_relev,21,11_30,Polyprion oxygeneios,hapuku wreckfish,155.9,28.398744,11,11_Polyprion oxygeneios_NA,NA
21,28,ecol_relev,21,11_31,Polyprion oxygeneios,hapuku wreckfish,188.6,31.26988,11,11_Polyprion oxygeneios_NA,NA
21,28,ecol_relev,21,11_32,Polyprion oxygeneios,hapuku wreckfish,170.5,29.30895,11,11_Polyprion oxygeneios_NA,NA
24,28,ecol_relev,24,11_33,Polyprion oxygeneios,hapuku wreckfish,100.9,31.088299,11,11_Polyprion oxygeneios_NA,NA
24,28,ecol_relev,24,11_34,Polyprion oxygeneios,hapuku wreckfish,127.2,34.12776,11,11_Polyprion oxygeneios_NA,NA
24,28,ecol_relev,24,11_35,Polyprion oxygeneios,hapuku wreckfish,97.7,24.563734,11,11_Polyprion oxygeneios_NA,NA
24,28,ecol_relev,24,11_36,Polyprion oxygeneios,hapuku wreckfish,128.7,36.346167,11,11_Polyprion oxygeneios_NA,NA
24,28,ecol_relev,24,11_37,Polyprion oxygeneios,hapuku wreckfish,98.2,23.267508,11,11_Polyprion oxygeneios_NA,NA
24,28,ecol_relev,24,11_38,Polyprion oxygeneios,hapuku wreckfish,101.2,20.714628,11,11_Polyprion oxygeneios_NA,NA
24,28,ecol_relev,24,11_39,Polyprion oxygeneios,hapuku wreckfish,131.6,32.72892,11,11_Polyprion oxygeneios_NA,NA
24,28,ecol_relev,24,11_40,Polyprion oxygeneios,hapuku wreckfish,99.1,26.46961,11,11_Polyprion oxygeneios_NA,NA
16,NA,ecol_relev,16,12_1,Oncorhynchus mykiss,Rainbow trout ,87.3,9.9281925,12,12_Oncorhynchus mykiss_DARK,DARK
16,NA,ecol_relev,16,12_2,Oncorhynchus mykiss,Rainbow trout ,86.4,12.854592,12,12_Oncorhynchus mykiss_DARK,DARK
16,NA,ecol_relev,16,12_3,Oncorhynchus mykiss,Rainbow trout ,103.5,14.82948,12,12_Oncorhynchus mykiss_DARK,DARK
16,NA,ecol_relev,16,12_4,Oncorhynchus mykiss,Rainbow trout ,98.8,10.694606,12,12_Oncorhynchus mykiss_DARK,DARK
16,NA,ecol_relev,16,12_5,Oncorhynchus mykiss,Rainbow trout ,110.4,10.54872,12,12_Oncorhynchus mykiss_DARK,DARK
16,NA,ecol_relev,16,12_6,Oncorhynchus mykiss,Rainbow trout ,90.6,17.47221,12,12_Oncorhynchus mykiss_DARK,DARK
16,NA,ecol_relev,16,12_7,Oncorhynchus mykiss,Rainbow trout ,120.2,12.30848,12,12_Oncorhynchus mykiss_DARK,DARK
16,NA,ecol_relev,16,12_8,Oncorhynchus mykiss,Rainbow trout ,97.3,10.61543,12,12_Oncorhynchus mykiss_DARK,DARK
16,NA,ecol_relev,16,12_9,Oncorhynchus mykiss,Rainbow trout ,70.3,8.418425,12,12_Oncorhynchus mykiss_LIGHT,LIGHT
16,NA,ecol_relev,16,12_10,Oncorhynchus mykiss,Rainbow trout ,70.1,11.534955,12,12_Oncorhynchus mykiss_LIGHT,LIGHT
16,NA,ecol_relev,16,12_11,Oncorhynchus mykiss,Rainbow trout ,74.3,10.1482655,12,12_Oncorhynchus mykiss_LIGHT,LIGHT
16,NA,ecol_relev,16,12_12,Oncorhynchus mykiss,Rainbow trout ,69.9,7.8459255,12,12_Oncorhynchus mykiss_LIGHT,LIGHT
16,NA,ecol_relev,16,12_13,Oncorhynchus mykiss,Rainbow trout ,109.1,18.7733825,12,12_Oncorhynchus mykiss_LIGHT,LIGHT
16,NA,ecol_relev,16,12_14,Oncorhynchus mykiss,Rainbow trout ,99,18.315,12,12_Oncorhynchus mykiss_LIGHT,LIGHT
16,NA,ecol_relev,16,12_15,Oncorhynchus mykiss,Rainbow trout ,78.3,9.056961,12,12_Oncorhynchus mykiss_LIGHT,LIGHT
16,NA,ecol_relev,16,12_16,Oncorhynchus mykiss,Rainbow trout ,111,13.98267,12,12_Oncorhynchus mykiss_LIGHT,LIGHT
14,NA,ecol_relev,14,13_1,Salmo salar,Atlantic salmon,48,6.20736,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_2,Salmo salar,Atlantic salmon,67.2,8.335488,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_3,Salmo salar,Atlantic salmon,47.4,5.572344,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_4,Salmo salar,Atlantic salmon,47.9,4.60319,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_5,Salmo salar,Atlantic salmon,53.1,5.176719,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_6,Salmo salar,Atlantic salmon,52.6,5.650292,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_7,Salmo salar,Atlantic salmon,42,5.83212,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_8,Salmo salar,Atlantic salmon,56,6.25128,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_9,Salmo salar,Atlantic salmon,70.7,5.52874,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_10,Salmo salar,Atlantic salmon,48.1,3.8987455,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_11,Salmo salar,Atlantic salmon,63.1,5.3859005,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_12,Salmo salar,Atlantic salmon,48.1,3.7929255,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_13,Salmo salar,Atlantic salmon,69.3,5.6517615,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_14,Salmo salar,Atlantic salmon,63.7,5.4823405,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_15,Salmo salar,Atlantic salmon,63.6,5.857878,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_16,Salmo salar,Atlantic salmon,61.3,6.3650855,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_17,Salmo salar,Atlantic salmon,45.1,4.3708665,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_18,Salmo salar,Atlantic salmon,44,4.81932,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_19,Salmo salar,Atlantic salmon,64.2,6.925896,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_20,Salmo salar,Atlantic salmon,56.1,7.986396,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_21,Salmo salar,Atlantic salmon,39.1,4.778802,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_22,Salmo salar,Atlantic salmon,47.4,6.368664,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_23,Salmo salar,Atlantic salmon,48.3,6.427764,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_24,Salmo salar,Atlantic salmon,59.2,7.670544,13,13_Salmo salar_NA,NA
14,NA,ecol_relev,14,13_25,Salmo salar,Atlantic salmon,55.7,6.753068,13,13_Salmo salar_NA,NA
15,42,ecol_relev,15,14_1,Polyprion oxygeneios,Hapuku,203.2,16.54751009,14,14_Polyprion oxygeneios_FOOD0.75,FOOD0.75
15,42,ecol_relev,15,14_2,Polyprion oxygeneios,Hapuku,276.4,20.06914111,14,14_Polyprion oxygeneios_FOOD0.75,FOOD0.75
15,42,ecol_relev,15,14_3,Polyprion oxygeneios,Hapuku,272,19.79339497,14,14_Polyprion oxygeneios_FOOD0.75,FOOD0.75
15,42,ecol_relev,15,14_4,Polyprion oxygeneios,Hapuku,241,18.91384358,14,14_Polyprion oxygeneios_FOOD0.75,FOOD0.75
15,42,ecol_relev,15,14_5,Polyprion oxygeneios,Hapuku,324,21.7420101,14,14_Polyprion oxygeneios_FOOD0.75,FOOD0.75
15,42,ecol_relev,15,14_6,Polyprion oxygeneios,Hapuku,301,24.42263355,14,14_Polyprion oxygeneios_FOOD0.75,FOOD0.75
15,42,ecol_relev,15,14_7,Polyprion oxygeneios,Hapuku,202.7,14.37424143,14,14_Polyprion oxygeneios_FOOD1.5,FOOD1.5
15,42,ecol_relev,15,14_8,Polyprion oxygeneios,Hapuku,196.1,14.55116877,14,14_Polyprion oxygeneios_FOOD1.5,FOOD1.5
15,42,ecol_relev,15,14_9,Polyprion oxygeneios,Hapuku,223,15.75361348,14,14_Polyprion oxygeneios_FOOD1.5,FOOD1.5
15,42,ecol_relev,15,14_10,Polyprion oxygeneios,Hapuku,258,18.86899279,14,14_Polyprion oxygeneios_FOOD1.5,FOOD1.5
15,42,ecol_relev,15,14_11,Polyprion oxygeneios,Hapuku,288,17.15512787,14,14_Polyprion oxygeneios_FOOD1.5,FOOD1.5
15,42,ecol_relev,15,14_12,Polyprion oxygeneios,Hapuku,301,21.448056,14,14_Polyprion oxygeneios_FOOD1.5,FOOD1.5
21,42,ecol_relev,21,14_13,Polyprion oxygeneios,Hapuku,171.6,20.67116388,14,14_Polyprion oxygeneios_FOOD1.5,FOOD1.5
21,42,ecol_relev,21,14_14,Polyprion oxygeneios,Hapuku,144.8,18.39411254,14,14_Polyprion oxygeneios_FOOD1.5,FOOD1.5
21,42,ecol_relev,21,14_15,Polyprion oxygeneios,Hapuku,170,21.66128483,14,14_Polyprion oxygeneios_FOOD1.5,FOOD1.5
21,42,ecol_relev,21,14_16,Polyprion oxygeneios,Hapuku,140.1,21.88427748,14,14_Polyprion oxygeneios_FOOD1.5,FOOD1.5
21,42,ecol_relev,21,14_17,Polyprion oxygeneios,Hapuku,162.2,21.69120373,14,14_Polyprion oxygeneios_FOOD1.5,FOOD1.5
21,42,ecol_relev,21,14_18,Polyprion oxygeneios,Hapuku,191,20.01861001,14,14_Polyprion oxygeneios_FOOD1.5,FOOD1.5
21,42,ecol_relev,21,14_19,Polyprion oxygeneios,Hapuku,114.5,15.97822916,14,14_Polyprion oxygeneios_FOOD3.0,FOOD3.0
21,42,ecol_relev,21,14_20,Polyprion oxygeneios,Hapuku,126.4,15.96193559,14,14_Polyprion oxygeneios_FOOD3.0,FOOD3.0
21,42,ecol_relev,21,14_21,Polyprion oxygeneios,Hapuku,161.8,22.05140713,14,14_Polyprion oxygeneios_FOOD3.0,FOOD3.0
21,42,ecol_relev,21,14_22,Polyprion oxygeneios,Hapuku,164,20.7169092,14,14_Polyprion oxygeneios_FOOD3.0,FOOD3.0
21,42,ecol_relev,21,14_23,Polyprion oxygeneios,Hapuku,151.3,21.58973971,14,14_Polyprion oxygeneios_FOOD3.0,FOOD3.0
21,42,ecol_relev,21,14_24,Polyprion oxygeneios,Hapuku,157.5,18.8168563,14,14_Polyprion oxygeneios_FOOD3.0,FOOD3.0
12,NA,ecol_relev,12,15_190RBOA1,Gasterosteus aculeatus,three spine stickleback,0.541,0.057,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_244RBYA1,Gasterosteus aculeatus,three spine stickleback,0.583,0.088,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_190RBOA2,Gasterosteus aculeatus,three spine stickleback,0.924,0.09,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_190RBOA3,Gasterosteus aculeatus,three spine stickleback,0.583,0.118,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_190RBOA4,Gasterosteus aculeatus,three spine stickleback,0.812,0.156,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_244RBYA4,Gasterosteus aculeatus,three spine stickleback,1.035,0.197,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_190RBOA5,Gasterosteus aculeatus,three spine stickleback,0.832,0.109,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_244RBYA5,Gasterosteus aculeatus,three spine stickleback,0.862,0.095,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_160LBOC1,Gasterosteus aculeatus,three spine stickleback,0.988,0.102,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_164LBBC1,Gasterosteus aculeatus,three spine stickleback,0.778,0.08,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_184LBYC1,Gasterosteus aculeatus,three spine stickleback,0.81,0.089,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_185LBPC1,Gasterosteus aculeatus,three spine stickleback,0.941,0.124,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_191RBOC1,Gasterosteus aculeatus,three spine stickleback,0.792,0.116,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_195RBBC1,Gasterosteus aculeatus,three spine stickleback,1.007,0.115,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_214LBRC1,Gasterosteus aculeatus,three spine stickleback,0.46,0.042,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_243RBRC1,Gasterosteus aculeatus,three spine stickleback,0.758,0.108,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_160LBOC3,Gasterosteus aculeatus,three spine stickleback,0.509,0.01,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_164LBBC3,Gasterosteus aculeatus,three spine stickleback,0.577,0.013,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_184LBYC3,Gasterosteus aculeatus,three spine stickleback,0.633,0.058,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_185LBPC3,Gasterosteus aculeatus,three spine stickleback,0.71,0.078,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_191RBOC3,Gasterosteus aculeatus,three spine stickleback,0.719,0.062,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_195RBBC3,Gasterosteus aculeatus,three spine stickleback,0.901,0.095,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_243RBRC3,Gasterosteus aculeatus,three spine stickleback,0.636,0.077,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_160LBOC5,Gasterosteus aculeatus,three spine stickleback,0.489,0.147,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_164LBBC5,Gasterosteus aculeatus,three spine stickleback,0.773,0.154,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_184LBYC5,Gasterosteus aculeatus,three spine stickleback,1.165,0.229,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_185LBPC5,Gasterosteus aculeatus,three spine stickleback,0.458,0.127,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_191RBOC5,Gasterosteus aculeatus,three spine stickleback,0.472,0.101,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_195RBBC5,Gasterosteus aculeatus,three spine stickleback,1.194,0.251,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_214LBRC5,Gasterosteus aculeatus,three spine stickleback,0.988,0.212,15,15_Gasterosteus aculeatus_NA,NA
12,NA,ecol_relev,12,15_243RBRC5,Gasterosteus aculeatus,three spine stickleback,0.861,0.219,15,15_Gasterosteus aculeatus_NA,NA
