"tempTestK1000","lnBWg","model_predFE","CI_2.5","CI_97.5"
3.19335781574325,-3.2188758248682,-2.83393121752876,-3.05102567205592,-2.71481088535221
3.24335781574325,-3.2188758248682,-3.15326097476395,-3.37569349218434,-3.03283837789036
3.29335781574325,-3.2188758248682,-3.47259073199913,-3.70036131231276,-3.35086587042851
3.34335781574325,-3.2188758248682,-3.79192048923431,-4.02502913244118,-3.66889336296665
3.39335781574325,-3.2188758248682,-4.11125024646949,-4.3496969525696,-3.9869208555048
3.44335781574325,-3.2188758248682,-4.43058000370467,-4.67436477269801,-4.30494834804294
3.49335781574325,-3.2188758248682,-4.74990976093985,-4.99903259282643,-4.62297584058109
3.54335781574325,-3.2188758248682,-5.06923951817503,-5.32370041295485,-4.94100333311924
3.59335781574325,-3.2188758248682,-5.38856927541021,-5.64836823308327,-5.25903082565738
3.64335781574325,-3.2188758248682,-5.7078990326454,-5.97303605321169,-5.57705831819553
3.19335781574325,-2.7188758248682,-2.41407751663785,-2.61912424123545,-2.29472768981669
3.24335781574325,-2.7188758248682,-2.73340727387303,-2.94379206136387,-2.61275518235484
3.29335781574325,-2.7188758248682,-3.05273703110822,-3.26845988149229,-2.93078267489298
3.34335781574325,-2.7188758248682,-3.3720667883434,-3.5931277016207,-3.24881016743113
3.39335781574325,-2.7188758248682,-3.69139654557858,-3.91779552174913,-3.56683765996928
3.44335781574325,-2.7188758248682,-4.01072630281376,-4.24246334187754,-3.88486515250742
3.49335781574325,-2.7188758248682,-4.33005606004894,-4.56713116200596,-4.20289264504557
3.54335781574325,-2.7188758248682,-4.64938581728412,-4.89179898213438,-4.52092013758371
3.59335781574325,-2.7188758248682,-4.9687155745193,-5.2164668022628,-4.83894763012186
3.64335781574325,-2.7188758248682,-5.28804533175448,-5.54113462239122,-5.14645133340329
3.19335781574325,-2.2188758248682,-1.99422381574695,-2.18722281041498,-1.87464449428117
3.24335781574325,-2.2188758248682,-2.31355357298213,-2.5118906305434,-2.19267198681931
3.29335781574325,-2.2188758248682,-2.63288333021731,-2.83655845067182,-2.51069947935746
3.34335781574325,-2.2188758248682,-2.95221308745249,-3.16122627080024,-2.82872697189561
3.39335781574325,-2.2188758248682,-3.27154284468767,-3.48589409092866,-3.14675446443375
3.44335781574325,-2.2188758248682,-3.59087260192285,-3.81056191105708,-3.4647819569719
3.49335781574325,-2.2188758248682,-3.91020235915803,-4.13522973118549,-3.78280944951004
3.54335781574325,-2.2188758248682,-4.22953211639321,-4.45989755131392,-4.09899529618564
3.59335781574325,-2.2188758248682,-4.54886187362839,-4.78456537144233,-4.40398046360419
3.64335781574325,-2.2188758248682,-4.86819163086358,-5.10923319157075,-4.70896563102274
3.19335781574325,-1.7188758248682,-1.57437011485604,-1.75532137959451,-1.45456129874565
3.24335781574325,-1.7188758248682,-1.89369987209122,-2.07998919972293,-1.7725887912838
3.29335781574325,-1.7188758248682,-2.2130296293264,-2.40465701985135,-2.09061628382194
3.34335781574325,-1.7188758248682,-2.53235938656158,-2.72932483997977,-2.40864377636009
3.39335781574325,-1.7188758248682,-2.85168914379676,-3.05399266010819,-2.72667126889824
3.44335781574325,-1.7188758248682,-3.17101890103194,-3.37866048023661,-3.04469876143638
3.49335781574325,-1.7188758248682,-3.49034865826712,-3.70332830036502,-3.35652442638654
3.54335781574325,-1.7188758248682,-3.80967841550231,-4.0296424155732,-3.66150959380509
3.59335781574325,-1.7188758248682,-4.12900817273749,-4.36003703134406,-3.96649476122363
3.64335781574325,-1.7188758248682,-4.44833792997267,-4.69043164711492,-4.27147992864218
3.19335781574325,-1.2188758248682,-1.15451641396513,-1.32341994877404,-1.03447810321013
3.24335781574325,-1.2188758248682,-1.47384617120031,-1.64808776890246,-1.35250559574827
3.29335781574325,-1.2188758248682,-1.79317592843549,-1.97275558903088,-1.67053308828642
3.34335781574325,-1.2188758248682,-2.11250568567067,-2.2974234091593,-1.98856058082457
3.39335781574325,-1.2188758248682,-2.43183544290586,-2.62699399160035,-2.30658807336271
3.44335781574325,-1.2188758248682,-2.75116520014104,-2.95738860737121,-2.61405355658744
3.49335781574325,-1.2188758248682,-3.07049495737622,-3.28778322314207,-2.91903872400599
3.54335781574325,-1.2188758248682,-3.3898247146114,-3.61817783891293,-3.22402389142453
3.59335781574325,-1.2188758248682,-3.70915447184658,-3.94857245468379,-3.52900905884308
3.64335781574325,-1.2188758248682,-4.02848422908176,-4.27896707045465,-3.83399422626162
3.19335781574325,-0.718875824868201,-0.734662713074219,-0.893950951856646,-0.614394907674606
3.24335781574325,-0.718875824868201,-1.0539924703094,-1.2243455676275,-0.932422400212751
3.29335781574325,-0.718875824868201,-1.37332222754458,-1.55474018339836,-1.2504498927509
3.34335781574325,-0.718875824868201,-1.69265198477976,-1.88513479916922,-1.56659751936979
3.39335781574325,-0.718875824868201,-2.01198174201494,-2.21552941494008,-1.87158268678834
3.44335781574325,-0.718875824868201,-2.33131149925012,-2.54592403071094,-2.17656785420689
3.49335781574325,-0.718875824868201,-2.6506412564853,-2.8763186464818,-2.48155302162543
3.54335781574325,-0.718875824868201,-2.96997101372049,-3.20671326225266,-2.78653818904398
3.59335781574325,-0.718875824868201,-3.28930077095567,-3.53710787802352,-3.09152335646252
3.64335781574325,-0.718875824868201,-3.60863052819085,-3.86750249379438,-3.39650852388107
3.19335781574325,-0.218875824868201,-0.314809012183311,-0.482486375196377,-0.194311712139088
3.24335781574325,-0.218875824868201,-0.634138769418491,-0.812880990967235,-0.512339204677233
3.29335781574325,-0.218875824868201,-0.953468526653674,-1.1432756067381,-0.824126649570693
3.34335781574325,-0.218875824868201,-1.27279828388885,-1.47367022250895,-1.12911181698924
3.39335781574325,-0.218875824868201,-1.59212804112404,-1.80406483827982,-1.43409698440778
3.44335781574325,-0.218875824868201,-1.91145779835922,-2.13445945405067,-1.73908215182633
3.49335781574325,-0.218875824868201,-2.2307875555944,-2.46485406982153,-2.04406731924487
3.54335781574325,-0.218875824868201,-2.55011731282958,-2.79524868559239,-2.34905248666342
3.59335781574325,-0.218875824868201,-2.86944707006476,-3.12564330136325,-2.65403765408196
3.64335781574325,-0.218875824868201,-3.18877682729994,-3.45603791713411,-2.95902282150051
3.19335781574325,0.281124175131799,0.105044688707597,-0.0710217985361087,0.225771483396434
3.24335781574325,0.281124175131799,-0.214285068527583,-0.401416414306967,-0.0816557797715898
3.29335781574325,0.281124175131799,-0.533614825762766,-0.731811030077828,-0.386640947190137
3.34335781574325,0.281124175131799,-0.852944582997946,-1.06220564584869,-0.691626114608681
3.39335781574325,0.281124175131799,-1.17227434023313,-1.39260026161955,-0.996611282027228
3.44335781574325,0.281124175131799,-1.49160409746831,-1.72299487739041,-1.30159644944577
3.49335781574325,0.281124175131799,-1.81093385470349,-2.05338949316126,-1.60658161686432
3.54335781574325,0.281124175131799,-2.13026361193867,-2.38378410893213,-1.91156678428286
3.59335781574325,0.281124175131799,-2.44959336917385,-2.71417872470298,-2.21655195170141
3.64335781574325,0.281124175131799,-2.76892312640903,-3.04457334047384,-2.52153711911996
3.19335781574325,0.781124175131799,0.524898389598504,0.34044277812416,0.660815090027511
3.24335781574325,0.781124175131799,0.205568632363324,0.0100481623533016,0.355829922608966
3.29335781574325,0.781124175131799,-0.113761124871858,-0.32034645341756,0.0508447551904191
3.34335781574325,0.781124175131799,-0.433090882107038,-0.650741069188418,-0.254140412228125
3.39335781574325,0.781124175131799,-0.752420639342221,-0.981135684959279,-0.559125579646672
3.44335781574325,0.781124175131799,-1.0717503965774,-1.31153030073014,-0.864110747065217
3.49335781574325,0.781124175131799,-1.39108015381258,-1.641924916501,-1.16909591448376
3.54335781574325,0.781124175131799,-1.71040991104776,-1.97231953227186,-1.47408108190231
3.59335781574325,0.781124175131799,-2.02973966828294,-2.30271414804271,-1.77906624932085
3.64335781574325,0.781124175131799,-2.34906942551813,-2.63310876381358,-2.0840514167394
3.19335781574325,1.2811241751318,0.944752090489416,0.751907354784432,1.09830079240807
3.24335781574325,1.2811241751318,0.625422333254236,0.421512739013574,0.793315624989522
3.29335781574325,1.2811241751318,0.306092576019053,0.0911181232427125,0.488330457570975
3.34335781574325,1.2811241751318,-0.0132371812161269,-0.239276492528146,0.183345290152431
3.39335781574325,1.2811241751318,-0.33256693845131,-0.569671108299007,-0.121639877266116
3.44335781574325,1.2811241751318,-0.65189669568649,-0.900065724069865,-0.426625044684661
3.49335781574325,1.2811241751318,-0.97122645292167,-1.23046033984072,-0.731610212103205
3.54335781574325,1.2811241751318,-1.29055621015685,-1.56085495561158,-1.03659537952175
3.59335781574325,1.2811241751318,-1.60988596739203,-1.89124957138244,-1.3415805469403
3.64335781574325,1.2811241751318,-1.92921572462722,-2.2216441871533,-1.64656571435884
3.19335781574325,1.7811241751318,1.36460579138032,1.1633719314447,1.53578649478862
3.24335781574325,1.7811241751318,1.04527603414514,0.832977315673842,1.23080132737008
3.29335781574325,1.7811241751318,0.725946276909961,0.502582699902981,0.925816159951531
3.34335781574325,1.7811241751318,0.406616519674781,0.172188084132123,0.620830992532987
3.39335781574325,1.7811241751318,0.0872867624395981,-0.158206531638738,0.31584582511444
3.44335781574325,1.7811241751318,-0.232042994795582,-0.488601147409597,0.0108606576958953
3.49335781574325,1.7811241751318,-0.551372752030762,-0.818995763180455,-0.294124509722649
3.54335781574325,1.7811241751318,-0.870702509265945,-1.14939037895132,-0.599109677141196
3.59335781574325,1.7811241751318,-1.19003226650112,-1.47978499472217,-0.904094844559741
3.64335781574325,1.7811241751318,-1.50936202373631,-1.81017961049304,-1.20908001197829
3.19335781574325,2.2811241751318,1.78445949227123,1.57483650810497,1.97327219716918
3.24335781574325,2.2811241751318,1.46512973503605,1.24444189233411,1.66828702975063
3.29335781574325,2.2811241751318,1.14579997780087,0.914047276563249,1.36330186233209
3.34335781574325,2.2811241751318,0.826470220565689,0.583652660792391,1.05831669491354
3.39335781574325,2.2811241751318,0.507140463330506,0.25325804502153,0.753331527494996
3.44335781574325,2.2811241751318,0.187810706095326,-0.0771365707493282,0.448346360076451
3.49335781574325,2.2811241751318,-0.131519051139854,-0.407531186520186,0.143361192657907
3.54335781574325,2.2811241751318,-0.450848808375037,-0.737925802291048,-0.16162397476064
3.59335781574325,2.2811241751318,-0.770178565610217,-1.06832041806191,-0.466609142179185
3.64335781574325,2.2811241751318,-1.0895083228454,-1.39871503383277,-0.771594309597732
3.19335781574325,2.7811241751318,2.20431319316214,1.98630108476524,2.41075789954973
3.24335781574325,2.7811241751318,1.88498343592696,1.65590646899438,2.10577273213119
3.29335781574325,2.7811241751318,1.56565367869178,1.32551185322352,1.80078756471264
3.34335781574325,2.7811241751318,1.2463239214566,0.99511723745266,1.4958023972941
3.39335781574325,2.7811241751318,0.926994164221414,0.664722621681799,1.19081722987555
3.44335781574325,2.7811241751318,0.607664406986234,0.33432800591094,0.885832062457007
3.49335781574325,2.7811241751318,0.288334649751054,0.00393339014008204,0.580846895038463
3.54335781574325,2.7811241751318,-0.030995107484129,-0.326461225630779,0.275861727619916
3.59335781574325,2.7811241751318,-0.350324864719309,-0.656855841401637,-0.0291234397986285
3.64335781574325,2.7811241751318,-0.669654621954492,-0.987250457172498,-0.334108607217176
3.19335781574325,3.2811241751318,2.62416689405305,2.39776566142551,2.84824360193029
3.24335781574325,3.2811241751318,2.30483713681787,2.06737104565465,2.54325843451175
3.29335781574325,3.2811241751318,1.98550737958269,1.73697642988379,2.2382732670932
3.34335781574325,3.2811241751318,1.66617762234751,1.40658181411293,1.93328809967466
3.39335781574325,3.2811241751318,1.34684786511233,1.07618719834207,1.62830293225611
3.44335781574325,3.2811241751318,1.02751810787715,0.745792582571209,1.32331776483756
3.49335781574325,3.2811241751318,0.708188350641965,0.41539796680035,1.01833259741902
3.54335781574325,3.2811241751318,0.388858593406782,0.0850033510294894,0.713347430000472
3.59335781574325,3.2811241751318,0.0695288361716025,-0.245391264741369,0.408362262581928
3.64335781574325,3.2811241751318,-0.24980092106358,-0.57578588051223,0.10337709516338
3.19335781574325,3.7811241751318,3.04402059494396,2.80923023808577,3.28572930431085
3.24335781574325,3.7811241751318,2.72469083770878,2.47883562231492,2.9807441368923
3.29335781574325,3.7811241751318,2.4053610804736,2.14844100654405,2.67575896947376
3.34335781574325,3.7811241751318,2.08603132323842,1.8180463907732,2.37077380205521
3.39335781574325,3.7811241751318,1.76670156600323,1.48765177500234,2.06578863463666
3.44335781574325,3.7811241751318,1.44737180876805,1.15725715923148,1.76080346721812
3.49335781574325,3.7811241751318,1.12804205153287,0.826862543460619,1.45581829979958
3.54335781574325,3.7811241751318,0.80871229429769,0.496467927689758,1.15083313238103
3.59335781574325,3.7811241751318,0.48938253706251,0.1660733119189,0.845847964962484
3.64335781574325,3.7811241751318,0.170052779827327,-0.164321303851962,0.540862797543937
3.19335781574325,4.2811241751318,3.46387429583487,3.22069481474604,3.7232150066914
3.24335781574325,4.2811241751318,3.14454453859969,2.89030019897518,3.41822983927286
3.29335781574325,4.2811241751318,2.8252147813645,2.55990558320432,3.11324467185431
3.34335781574325,4.2811241751318,2.50588502412932,2.22951096743347,2.80825950443577
3.39335781574325,4.2811241751318,2.18655526689414,1.8991163516626,2.50327433701722
3.44335781574325,4.2811241751318,1.86722550965896,1.56872173589175,2.19828916959868
3.49335781574325,4.2811241751318,1.54789575242378,1.23832712012089,1.89330400218013
3.54335781574325,4.2811241751318,1.2285659951886,0.907932504350026,1.58831883476158
3.59335781574325,4.2811241751318,0.909236237953418,0.577537888579168,1.28333366734304
3.64335781574325,4.2811241751318,0.589906480718235,0.247143272808307,0.978348499924493
3.19335781574325,4.7811241751318,3.88372799672577,3.63215939140631,4.16070070907196
3.24335781574325,4.7811241751318,3.56439823949059,3.30176477563545,3.85571554165341
3.29335781574325,4.7811241751318,3.24506848225541,2.97137015986459,3.55073037423487
3.34335781574325,4.7811241751318,2.92573872502023,2.64097554409373,3.24574520681632
3.39335781574325,4.7811241751318,2.60640896778505,2.31058092832287,2.94076003939778
3.44335781574325,4.7811241751318,2.28707921054987,1.98018631255201,2.63577487197923
3.49335781574325,4.7811241751318,1.96774945331469,1.64979169678116,2.33078970456069
3.54335781574325,4.7811241751318,1.64841969607951,1.31939708101029,2.02580453714214
3.59335781574325,4.7811241751318,1.32908993884433,0.989002465239437,1.7208193697236
