"tempTestK1000","lnBWg","model_predFE","CI_2.5","CI_97.5"
3.19335781574325,-3.54045944899566,-2.52190416770169,-2.93573398169704,-2.14416198123053
3.24335781574325,-3.54045944899566,-2.62387031900135,-3.04516774169382,-2.24240733947567
3.29335781574325,-3.54045944899566,-2.72583647030102,-3.15460150169061,-2.34065269772081
3.34335781574325,-3.54045944899566,-2.82780262160068,-3.26403526168739,-2.43889805596594
3.39335781574325,-3.54045944899566,-2.92976877290034,-3.37346902168418,-2.53714341421108
3.44335781574325,-3.54045944899566,-3.0317349242,-3.48290278168096,-2.63538877245622
3.49335781574325,-3.54045944899566,-3.13370107549967,-3.59233654167774,-2.73363413070136
3.54335781574325,-3.54045944899566,-3.23566722679933,-3.70177030167453,-2.8318794889465
3.59335781574325,-3.54045944899566,-3.33763337809899,-3.81120406167131,-2.93012484719163
3.64335781574325,-3.54045944899566,-3.43959952939865,-3.9206378216681,-3.02837020543677
3.19335781574325,-3.04045944899566,-2.1117838545675,-2.50994426947641,-1.76151861793902
3.24335781574325,-3.04045944899566,-2.21375000586716,-2.6193780294732,-1.85976397618416
3.29335781574325,-3.04045944899566,-2.31571615716682,-2.72881178946998,-1.9580093344293
3.34335781574325,-3.04045944899566,-2.41768230846649,-2.83824554946677,-2.05625469267443
3.39335781574325,-3.04045944899566,-2.51964845976615,-2.94767930946355,-2.15450005091957
3.44335781574325,-3.04045944899566,-2.62161461106581,-3.05711306946034,-2.25274540916471
3.49335781574325,-3.04045944899566,-2.72358076236547,-3.16654682945712,-2.35099076740985
3.54335781574325,-3.04045944899566,-2.82554691366514,-3.2759805894539,-2.44923612565499
3.59335781574325,-3.04045944899566,-2.9275130649648,-3.38541434945069,-2.54748148390012
3.64335781574325,-3.04045944899566,-3.02947921626446,-3.49484810944747,-2.64572684214526
3.19335781574325,-2.54045944899566,-1.70166354143331,-2.08415455725579,-1.37887525464751
3.24335781574325,-2.54045944899566,-1.80362969273297,-2.19358831725257,-1.47712061289264
3.29335781574325,-2.54045944899566,-1.90559584403263,-2.30302207724936,-1.57536597113778
3.34335781574325,-2.54045944899566,-2.00756199533229,-2.41245583724614,-1.67361132938292
3.39335781574325,-2.54045944899566,-2.10952814663196,-2.52188959724293,-1.77185668762806
3.44335781574325,-2.54045944899566,-2.21149429793162,-2.63132335723971,-1.8701020458732
3.49335781574325,-2.54045944899566,-2.31346044923128,-2.7407571172365,-1.96834740411833
3.54335781574325,-2.54045944899566,-2.41542660053095,-2.85019087723328,-2.06659276236347
3.59335781574325,-2.54045944899566,-2.51739275183061,-2.95962463723006,-2.16483812060861
3.64335781574325,-2.54045944899566,-2.61935890313027,-3.06905839722685,-2.26308347885375
3.19335781574325,-2.04045944899566,-1.29154322829912,-1.65836484503517,-0.996231891355996
3.24335781574325,-2.04045944899566,-1.39350937959878,-1.76779860503195,-1.09447724960113
3.29335781574325,-2.04045944899566,-1.49547553089844,-1.87723236502873,-1.19272260784627
3.34335781574325,-2.04045944899566,-1.5974416821981,-1.98666612502552,-1.29096796609141
3.39335781574325,-2.04045944899566,-1.69940783349777,-2.0960998850223,-1.38921332433655
3.44335781574325,-2.04045944899566,-1.80137398479743,-2.20553364501909,-1.48745868258169
