"tempTest","lnBWg","model_predFE","CI_2.5","CI_97.5"
23,0.379,-0.0593439818231815,-3.27682968012718,6.035279884755
24,0.379,-0.106320976299537,-3.51950144133108,6.20575032356912
25,0.379,-0.17286248328018,-3.78093666866494,6.3561708422243
26,0.379,-0.258968502765109,-4.06113536212876,6.48654144072055
27,0.379,-0.364639034754325,-4.36009752172256,6.59686211905785
28,0.379,-0.489874079247827,-4.67782314744631,6.68713287723622
29,0.379,-0.634673636245615,-5.01431223930004,6.75735371525565
30,0.379,-0.79903770574769,-5.36956479728373,6.80752463311615
31,0.379,-0.982966287754051,-5.74358082139738,6.8376456308177
32,0.379,-1.1864593822647,-6.136360311641,6.84771670836031
33,0.379,-1.40951698927963,-6.54790326801459,6.83773786574399
34,0.379,-1.65213910879885,-6.97820969051814,6.83056566070489
35,0.379,-1.91432574082236,-7.42727957915166,6.80591268017617
1,0.879,-3.60099616200219,-6.17170835389007,-1.37559344540986
2,0.879,-3.21755388138424,-5.72772729816148,-0.981473583474017
3,0.879,-2.85367611327059,-5.30662091239024,-0.609881920171351
4,0.879,-2.50936285766121,-4.90838919657636,-0.260818455501862
5,0.879,-2.18461411455613,-4.53303215071982,0.0657168105344514
6,0.879,-1.87942988395533,-4.18054977482064,0.426511365235402
7,0.879,-1.59381016585881,-3.85094206887881,0.937830446751477
8,0.879,-1.32775496026659,-3.54420903289433,1.42909960810861
9,0.879,-1.08126426717865,-3.26035066686721,1.90031884930681
10,0.879,-0.854338086594993,-2.99936697079743,2.35148817034607
11,0.879,-0.646976418515625,-2.76125794468501,2.78260757122639
12,0.879,-0.459179262940544,-2.54602358852994,3.19367705194778
13,0.879,-0.290946619869749,-2.35366390233222,3.58469661251022
14,0.879,-0.142278489303241,-2.18417888609186,3.95566625291373
15,0.879,-0.0131748712410195,-2.03756853980884,4.30658597315829
16,0.879,0.096364234316916,-1.91383286348318,4.63745577324392
17,0.879,0.186338827370565,-1.8477411383237,4.94827565317062
18,0.879,0.256748907919927,-1.9778321027478,5.23904561293837
19,0.879,0.307594475965003,-2.12668653330186,5.50976565254718
20,0.879,0.338875531505793,-2.2943044299859,5.76043577199706
21,0.879,0.350592074542296,-2.48068579279989,5.991055971288
22,0.879,0.342744105074513,-2.68583062174386,6.20162625042
23,0.879,0.315331623102443,-2.90973891681779,6.39214660939306
24,0.879,0.268354628626087,-3.15241067802168,6.56261704820718
25,0.879,0.201813121645444,-3.41384590535554,6.71303756686236
26,0.879,0.115707102160515,-3.69404459881937,6.84340816535861
27,0.879,0.0100365701712989,-3.99300675841316,6.95372884369592
28,0.879,-0.115198474322202,-4.31073238413692,7.04399960187428
29,0.879,-0.259998031319991,-4.64722147599065,7.11422043989372
30,0.879,-0.424362100822065,-5.00247403397433,7.16439135775421
31,0.879,-0.608290682828427,-5.37649005808799,7.19451235545576
32,0.879,-0.811783777339075,-5.76926954833161,7.20458343299838
33,0.879,-1.03484138435401,-6.1808125047052,7.20881180321932
34,0.879,-1.27746350387323,-6.61111892720875,7.20522500493772
35,0.879,-1.53965013589674,-7.06018881584227,7.180572024409
1,1.379,-3.22632055707656,-5.78957403156382,-1.03479842107149
2,1.379,-2.84287827645862,-5.34559297583523,-0.640678559135649
3,1.379,-2.47900050834496,-4.924486590064,-0.269086895832983
4,1.379,-2.13468725273559,-4.52625487425011,0.0799765688365064
5,1.379,-1.8099385096305,-4.15089782839358,0.40651183487282
6,1.379,-1.5047542790297,-3.7984154524944,0.783378089873465
7,1.379,-1.21913456093319,-3.46880774655257,1.29469717138954
8,1.379,-0.953079355340962,-3.16207471056809,1.78596633274668
9,1.379,-0.706588662253022,-2.87821634454096,2.25718557394487
10,1.379,-0.479662481669368,-2.61723264847119,2.70835489498413
11,1.379,-0.27230081359,-2.37912362235877,3.13947429586446
12,1.379,-0.0845036580149189,-2.1638892662037,3.55054377658584
13,1.379,0.0837289850558757,-1.97152958000598,3.94156333714828
14,1.379,0.232397115622384,-1.80204456376561,4.31253297755179
15,1.379,0.361500733684606,-1.6554342174826,4.66345269779636
16,1.379,0.471039839242541,-1.53169854115693,4.99432249788199
17,1.379,0.56101443229619,-1.4806503750143,5.30514237780868
18,1.379,0.631424512845552,-1.6107413394384,5.59591233757643
19,1.379,0.682270080890628,-1.75959576999247,5.86663237718525
20,1.379,0.713551136431418,-1.9272136666765,6.11730249663512
21,1.379,0.725267679467921,-2.1135950294905,6.34792269592606
22,1.379,0.717419710000138,-2.31873985843446,6.55849297505806
23,1.379,0.690007228028068,-2.54264815350839,6.74901333403112
24,1.379,0.643030233551711,-2.78531991471229,6.91948377284524
25,1.379,0.576488726571069,-3.04675514204615,7.06990429150043
26,1.379,0.49038270708614,-3.32695383550998,7.20027488999667
27,1.379,0.384712175096924,-3.62591599510377,7.31059556833398
28,1.379,0.259477130603423,-3.94364162082753,7.40086632651235
29,1.379,0.114677573605634,-4.28013071268125,7.47108716453178
30,1.379,-0.0496864958964413,-4.63538327066494,7.52125808239227
31,1.379,-0.233615077902803,-5.0093992947786,7.55137908009383
32,1.379,-0.437108172413451,-5.40217878502222,7.56599176348664
33,1.379,-0.660165779428384,-5.8137217413958,7.58347114745215
34,1.379,-0.902787898947604,-6.24402816389936,7.57988434917054
35,1.379,-1.16497453097111,-6.69309805253287,7.55523136864182
1,1.879,-2.85164495215094,-5.40743970923758,-0.694003396733122
2,1.879,-2.468202671533,-4.96345865350899,-0.29988353479728
3,1.879,-2.10432490341934,-4.54235226773775,0.0717081285053851
4,1.879,-1.76001164780996,-4.14412055192386,0.420771593174875
5,1.879,-1.43526290470488,-3.76876350606733,0.747306859211188
6,1.879,-1.13007867410408,-3.41628113016815,1.14024481451153
7,1.879,-0.844458956007564,-3.08667342422632,1.6515638960276
8,1.879,-0.578403750415337,-2.77994038824184,2.14283305738474
9,1.879,-0.331913057327397,-2.49608202221472,2.61405229858294
10,1.879,-0.104986876743743,-2.23509832614494,3.0652216196222
11,1.879,0.102374791335625,-1.99698930003252,3.49634102050252
12,1.879,0.290171946910706,-1.78175494387745,3.9074105012239
13,1.879,0.4584045899815,-1.58939525767973,4.29843006178635
14,1.879,0.607072720548009,-1.41991024143937,4.66939970218985
15,1.879,0.73617633861023,-1.27329989515635,5.02031942243442
16,1.879,0.845715444168166,-1.14956421883069,5.35118922252005
17,1.879,0.935690037221815,-1.11355961170491,5.66200910244674
18,1.879,1.00610011777118,-1.24365057612901,5.95277906221449
19,1.879,1.05694568581625,-1.39250500668308,6.22349910182331
20,1.879,1.08822674135704,-1.56012290336711,6.47416922127318
21,1.879,1.09994328439355,-1.74650426618111,6.70478942056412
22,1.879,1.09209531492576,-1.95164909512507,6.91535969969612
23,1.879,1.06468283295369,-2.175557390199,7.10588005866918
24,1.879,1.01770583847734,-2.4182291514029,7.2763504974833
25,1.879,0.951164331496693,-2.67966437873676,7.42677101613849
26,1.879,0.865058312011765,-2.95986307220058,7.55714161463474
27,1.879,0.759387780022549,-3.25882523179438,7.66746229297204
28,1.879,0.634152735529047,-3.57655085751813,7.75773305115041
29,1.879,0.489353178531258,-3.91303994937186,7.82795388916984
30,1.879,0.324989109029183,-4.26829250735555,7.87812480703033
31,1.879,0.141060527022823,-4.6423085314692,7.90824580473189
32,1.879,-0.062432567487825,-5.03508802171282,7.94065110771947
33,1.879,-0.28549017450276,-5.44663097808641,7.95813049168497
34,1.879,-0.52811229402198,-5.87693740058996,7.95454369340337
35,1.879,-0.790298926045488,-6.32600728922348,7.92989071287465
1,2.379,-2.47696934722532,-5.02530538691133,-0.353208372394754
2,2.379,-2.09352706660737,-4.58132433118274,0.0409114895410879
3,2.379,-1.72964929849371,-4.1602179454115,0.412503152843753
4,2.379,-1.38533604288434,-3.76198622959762,0.761566617513243
5,2.379,-1.06058729977925,-3.38662918374109,1.08810188354956
6,2.379,-0.755403069178453,-3.0341468078419,1.49711153914959
7,2.379,-0.46978335108194,-2.70453910190007,2.00843062066567
8,2.379,-0.203728145489713,-2.3978060659156,2.4996997820228
9,2.379,0.0427625475982276,-2.11394769988847,2.970919023221
10,2.379,0.269688728181881,-1.8529640038187,3.42208834426026
11,2.379,0.477050396261249,-1.61485497770628,3.85320774514058
12,2.379,0.66484755183633,-1.3996206215512,4.26427722586196
13,2.379,0.833080194907125,-1.20726093535349,4.65529678642441
14,2.379,0.981748325473633,-1.03777591911312,5.02626642682792
15,2.379,1.11085194353585,-0.891165572830105,5.37718614707248
16,2.379,1.22039104909379,-0.767429896504442,5.70805594715811
17,2.379,1.31036564214744,-0.746468848395514,6.0188758270848
18,2.379,1.3807757226968,-0.876559812819615,6.30964578685256
19,2.379,1.43162129074188,-1.02541424337368,6.58036582646137
20,2.379,1.46290234628267,-1.19303214005771,6.83103594591125
21,2.379,1.47461888931917,-1.37941350287171,7.06165614520218
22,2.379,1.46677091985139,-1.58455833181568,7.27222642433418
23,2.379,1.43935843787932,-1.80846662688961,7.46274678330724
24,2.379,1.39238144340296,-2.0511383880935,7.63321722212137
25,2.379,1.32583993642232,-2.31257361542736,7.78363774077655
26,2.379,1.23973391693739,-2.59277230889119,7.9140083392728
27,2.379,1.13406338494817,-2.89173446848498,8.0243290176101
28,2.379,1.00882834045467,-3.20946009420874,8.11459977578847
29,2.379,0.864028783456884,-3.54594918606246,8.18482061380791
30,2.379,0.699664713954809,-3.90120174404615,8.2349915316684
31,2.379,0.515736131948447,-4.27521776815981,8.27676488573968
32,2.379,0.312243037437799,-4.66799725840343,8.3153104519523
33,2.379,0.0891854304228647,-5.07954021477702,8.3327898359178
34,2.379,-0.153436689096356,-5.50984663728057,8.32920303763619
35,2.379,-0.415623321119864,-5.95891652591409,8.30455005710748
1,2.879,-2.10229374229969,-4.64317106458508,-0.0124133480563854
2,2.879,-1.71885146168175,-4.1991900088565,0.381706513879456
3,2.879,-1.35497369356809,-3.77808362308526,0.753298177182122
4,2.879,-1.01066043795871,-3.37985190727137,1.10236164185161
5,2.879,-0.685911694853628,-3.00449486141484,1.42889690788792
6,2.879,-0.380727464252829,-2.65201248551566,1.85397826378765
7,2.879,-0.0951077461563155,-2.32240477957383,2.36529734530373
8,2.879,0.170947459435911,-2.01567174358935,2.85656650666086
9,2.879,0.417438152523852,-1.73181337756223,3.32778574785906
10,2.879,0.644364333107506,-1.47082968149245,3.77895506889832
11,2.879,0.851726001186873,-1.23272065538003,4.21007446977864
12,2.879,1.03952315676195,-1.01748629922496,4.62114395050003
13,2.879,1.20775579983275,-0.825126613027241,5.01216351106247
14,2.879,1.35642393039926,-0.655641596786874,5.38313315146598
15,2.879,1.48552754846148,-0.509031250503859,5.73405287171055
16,2.879,1.59506665401941,-0.385295574178197,6.06492267179618
17,2.879,1.68504124707306,-0.37937808508612,6.37574255172287
18,2.879,1.75545132762243,-0.509469049510222,6.66651251149062
19,2.879,1.8062968956675,-0.658323480064289,6.93723255109943
20,2.879,1.83757795120829,-0.825941376748321,7.18790267054931
21,2.879,1.84929449424479,-1.01232273956232,7.41852286984025
22,2.879,1.84144652477701,-1.21746756850628,7.62909314897225
23,2.879,1.81403404280494,-1.44137586358021,7.81961350794531
24,2.879,1.76705704832859,-1.68404762478411,7.99008394675943
25,2.879,1.70051554134794,-1.94548285211797,8.14050446541461
26,2.879,1.61440952186301,-2.2256815455818,8.27087506391086
27,2.879,1.5087389898738,-2.52464370517559,8.38119574224817
28,2.879,1.38350394538029,-2.84236933089935,8.47146650042654
29,2.879,1.23870438838251,-3.17885842275307,8.54168733844597
30,2.879,1.07434031888043,-3.53411098073676,8.59185825630646
31,2.879,0.890411736874071,-3.90812700485042,8.65142422997251
32,2.879,0.686918642363423,-4.30090649509404,8.68996979618512
33,2.879,0.463861035348489,-4.71244945146762,8.70744918015062
34,2.879,0.221238915829268,-5.14275587397117,8.70386238186902
35,2.879,-0.0409477161942395,-5.59182576260469,8.6792094013403
1,3.379,-1.72761813737407,-4.26103674225884,0.328381676281983
2,3.379,-1.34417585675612,-3.81705568653025,0.722501538217825
3,3.379,-0.980298088642463,-3.39594930075901,1.09409320152049
4,3.379,-0.63598483303309,-2.99771758494513,1.44315666618998
5,3.379,-0.311236089928004,-2.6223605390886,1.76969193222629
6,3.379,-0.00605185932720418,-2.26987816318941,2.21084498842572
7,3.379,0.279567858769309,-1.94027045724758,2.72216406994179
8,3.379,0.545623064361536,-1.63353742126311,3.21343323129893
9,3.379,0.792113757449476,-1.34967905523598,3.68465247249713
10,3.379,1.01903993803313,-1.08869535916621,4.13582179353639
11,3.379,1.2264016061125,-0.850586333053784,4.56694119441671
12,3.379,1.41419876168758,-0.635351976898714,4.97801067513809
13,3.379,1.58243140475837,-0.442992290700996,5.36903023570054
14,3.379,1.73109953532488,-0.273507274460629,5.73999987610404
15,3.379,1.8602031533871,-0.126896928177614,6.09091959634861
16,3.379,1.96974225894504,-0.00316125185195126,6.42178939643424
17,3.379,2.05971685199869,-0.0122873217767269,6.73260927636093
18,3.379,2.13012693254805,-0.142378286200828,7.02337923612868
19,3.379,2.18097250059313,-0.291232716754895,7.2940992757375
20,3.379,2.21225355613392,-0.458850613438928,7.54476939518737
21,3.379,2.22397009917042,-0.645231976252926,7.77538959447831
22,3.379,2.21612212970264,-0.85037680519689,7.98595987361031
23,3.379,2.18870964773057,-1.07428510027082,8.17648023258337
24,3.379,2.14173265325421,-1.31695686147471,8.34695067139749
25,3.379,2.07519114627357,-1.57839208880858,8.49737119005268
26,3.379,1.98908512678864,-1.8585907822724,8.62774178854892
27,3.379,1.88341459479942,-2.15755294186619,8.73806246688623
28,3.379,1.75817955030592,-2.47527856758995,8.8283332250646
29,3.379,1.61337999330813,-2.81176765944368,8.89855406308403
30,3.379,1.44901592380606,-3.16702021742737,8.96647182574561
31,3.379,1.2650873417997,-3.54103624154102,9.02608357420533
32,3.379,1.06159424728905,-3.93381573178464,9.06462914041795
33,3.379,0.838536640274113,-4.34535868815823,9.08210852438345
34,3.379,0.595914520754894,-4.77566511066178,9.07852172610184
35,3.379,0.333727888731386,-5.2247349992953,9.05386874557313
1,3.879,-1.35294253244844,-3.87890241993259,0.669176700620351
2,3.879,-0.969500251830497,-3.434921364204,1.06329656255619
3,3.879,-0.605622483716838,-3.01381497843277,1.43488822585886
4,3.879,-0.261309228107465,-2.61558326261888,1.78395169052835
5,3.879,0.0634395149976207,-2.24022621676235,2.11048695656466
6,3.879,0.36862374559842,-1.88774384086317,2.56771171306378
7,3.879,0.654243463694934,-1.55813613492134,3.07903079457985
8,3.879,0.92029866928716,-1.25140309893686,3.57029995593699
9,3.879,1.1667893623751,-0.967544732909735,4.04151919713519
10,3.879,1.39371554295875,-0.706561036839961,4.49268851817445
11,3.879,1.60107721103812,-0.468452010727539,4.92380791905477
12,3.879,1.7888743666132,-0.253217654572469,5.33487739977615
13,3.879,1.957107009684,-0.0608579683747502,5.7258969603386
14,3.879,2.10577514025051,0.108627047865616,6.0968666007421
15,3.879,2.23487875831273,0.255237394148631,6.44778632098667
16,3.879,2.34441786387066,0.378973070474294,6.7786561210723
17,3.879,2.43439245692431,0.354803441532667,7.08947600099899
18,3.879,2.50480253747368,0.224712477108566,7.38024596076675
19,3.879,2.55564810551875,0.0758580465544986,7.65096600037556
20,3.879,2.58692916105954,-0.091759850129534,7.90163611982543
21,3.879,2.59864570409604,-0.278141212943532,8.13225631911637
22,3.879,2.59079773462826,-0.483286041887496,8.34282659824837
23,3.879,2.56338525265619,-0.707194336961426,8.53334695722143
24,3.879,2.51640825817983,-0.949866098165321,8.70381739603556
25,3.879,2.44986675119919,-1.21130132549918,8.85423791469074
26,3.879,2.36376073171426,-1.49150001896301,8.98460851318699
27,3.879,2.25809019972505,-1.7904621785568,9.09492919152429
28,3.879,2.13285515523155,-2.10818780428056,9.18519994970266
29,3.879,1.98805559823376,-2.44467689613428,9.26045323927161
30,3.879,1.82369152873168,-2.79992945411797,9.34113116997844
31,3.879,1.63976294672532,-3.17394547823163,9.40074291843816
32,3.879,1.43626985221467,-3.56672496847525,9.43928848465077
33,3.879,1.21321224519974,-3.97826792484884,9.45676786861628
34,3.879,0.970590125680518,-4.40857434735239,9.45318107033467
35,3.879,0.708403493657011,-4.8576442359859,9.42852808980595
1,4.379,-0.978266927522818,-3.49676809760635,1.00997172495872
2,4.379,-0.594824646904873,-3.05278704187776,1.40409158689456
3,4.379,-0.230946878791214,-2.63168065610652,1.77568325019723
4,4.379,0.113366376818159,-2.23344894029264,2.12474671486672
5,4.379,0.438115119923245,-1.8580918944361,2.45128198090303
6,4.379,0.743299350524045,-1.50560951853692,2.92457843770184
7,4.379,1.02891906862056,-1.17600181259509,3.43589751921792
8,4.379,1.29497427421278,-0.869268776610616,3.92716668057505
9,4.379,1.54146496730073,-0.58541041058349,4.39838592177325
10,4.379,1.76839114788438,-0.324426714513717,4.84955524281251
11,4.379,1.97575281596375,-0.0863176884012944,5.28067464369283
12,4.379,2.16354997153883,0.128916667753776,5.69174412441422
13,4.379,2.33178261460962,0.321276353951494,6.08276368497666
14,4.379,2.48045074517613,0.490761370191861,6.45373332538017
15,4.379,2.60955436323835,0.637371716474876,6.80465304562473
16,4.379,2.71909346879629,0.761107392800539,7.13552284571036
17,4.379,2.80906806184994,0.72189420484206,7.44634272563706
18,4.379,2.8794781423993,0.591803240417959,7.73711268540481
19,4.379,2.93032371044437,0.442948809863892,8.00783272501362
20,4.379,2.96160476598516,0.27533091317986,8.2585028444635
21,4.379,2.97332130902167,0.0889495503658617,8.48912304375444
22,4.379,2.96547333955388,-0.116195278578103,8.69969332288644
23,4.379,2.93806085758181,-0.340103573652032,8.8902136818595
24,4.379,2.89108386310546,-0.582775334855928,9.06068412067362
25,4.379,2.82454235612482,-0.844210562189788,9.2111046393288
26,4.379,2.73843633663989,-1.12440925565362,9.34147523782505
27,4.379,2.63276580465067,-1.42337141524741,9.45179591616235
28,4.379,2.50753076015717,-1.74109704097117,9.54206667434073
29,4.379,2.36273120315938,-2.07758613282489,9.63511258350444
30,4.379,2.19836713365731,-2.43283869080858,9.71579051421127
31,4.379,2.01443855165094,-2.80685471492223,9.77540226267099
32,4.379,1.8109454571403,-3.19963420516586,9.8139478288836
33,4.379,1.58788785012536,-3.61117716153944,9.8314272128491
34,4.379,1.34526573060614,-4.04148358404299,9.82784041456749
35,4.379,1.08307909858263,-4.49055347267651,9.80318743403878
1,4.879,-0.603591322597194,-3.1146337752801,1.35076674929709
2,4.879,-0.220149041979248,-2.67065271955151,1.74488661123293
3,4.879,0.143728726134411,-2.24954633378028,2.1164782745356
4,4.879,0.488041981743783,-1.85131461796639,2.46554173920508
5,4.879,0.812790724848869,-1.47595757210986,2.7920770052414
6,4.879,1.11797495544967,-1.12347519621068,3.2814451623399
7,4.879,1.40359467354618,-0.793867490268849,3.79276424385598
8,4.879,1.66964987913841,-0.487134454284371,4.28403340521312
9,4.879,1.91614057222635,-0.203276088257245,4.75525264641131
10,4.879,2.14306675281,0.0577076078125289,5.20642196745057
11,4.879,2.35042842088937,0.295816633924951,5.63754136833089
12,4.879,2.53822557646445,0.511050990080021,6.04861084905228
13,4.879,2.70645821953525,0.70341067627774,6.43963040961472
14,4.879,2.85512635010175,0.872895692518107,6.81060005001823
15,4.879,2.98422996816398,1.01950603880112,7.1615197702628
16,4.879,3.09376907372191,1.14324171512678,7.49238957034843
17,4.879,3.18374366677556,1.08898496815145,7.80320945027512
