"tempTest","lnBWg","model_predFE","CI_2.5","CI_97.5"
0,-3.219,-3.41258422955293,-3.72719595773188,-3.05045730463498
1,-3.219,-3.38543129152128,-3.69574876241614,-3.02511856062831
2,-3.219,-3.35827835348962,-3.66430156710041,-2.99977981662165
3,-3.219,-3.33112541545797,-3.63285437178468,-2.97444107261498
4,-3.219,-3.30397247742631,-3.60140717646895,-2.94910232860831
5,-3.219,-3.27681953939465,-3.56995998115322,-2.92376358460165
6,-3.219,-3.249666601363,-3.53851278583749,-2.89842484059498
7,-3.219,-3.22251366333134,-3.50706559052175,-2.87308609658832
8,-3.219,-3.19536072529969,-3.47561839520602,-2.84774735258165
9,-3.219,-3.16820778726803,-3.44417119989029,-2.82240860857498
10,-3.219,-3.14105484923638,-3.41272400457456,-2.79706986456832
11,-3.219,-3.11390191120472,-3.38127680925883,-2.77173112056165
12,-3.219,-3.08674897317307,-3.34982961394309,-2.74639237655499
13,-3.219,-3.05959603514141,-3.31838241862736,-2.72105363254832
14,-3.219,-3.03244309710976,-3.28693522331163,-2.69571488854166
15,-3.219,-3.0052901590781,-3.2554880279959,-2.67037614453499
16,-3.219,-2.97813722104644,-3.22404083268017,-2.64503740052832
17,-3.219,-2.95098428301479,-3.19259363736443,-2.61969865652166
18,-3.219,-2.92383134498313,-3.1611464420487,-2.59002345252892
19,-3.219,-2.89667840695148,-3.12969924673297,-2.55962048455331
20,-3.219,-2.86952546891982,-3.09825205141724,-2.5292175165777
21,-3.219,-2.84237253088817,-3.0668048561015,-2.49881454860209
22,-3.219,-2.81521959285651,-3.03535766078577,-2.46841158062648
23,-3.219,-2.78806665482486,-3.00391046547004,-2.43800861265088
24,-3.219,-2.7609137167932,-2.97246327015431,-2.40760564467527
25,-3.219,-2.73376077876155,-2.94101607483858,-2.37720267669966
26,-3.219,-2.70660784072989,-2.90956887952285,-2.34679970872405
27,-3.219,-2.67945490269824,-2.87812168420711,-2.31639674074844
28,-3.219,-2.65230196466658,-2.84667448889138,-2.28599377277283
29,-3.219,-2.62514902663493,-2.81522729357565,-2.25559080479723
30,-3.219,-2.59799608860327,-2.78378009825992,-2.22518783682162
31,-3.219,-2.57084315057161,-2.75233290294419,-2.19478486884601
0,-2.719,-3.03867548587737,-3.31767750543415,-2.72296379996241
1,-2.719,-3.01152254784571,-3.28623031011842,-2.69762505595574
2,-2.719,-2.98436960981406,-3.25478311480269,-2.67228631194908
3,-2.719,-2.9572166717824,-3.22333591948695,-2.64694756794241
4,-2.719,-2.93006373375075,-3.19188872417122,-2.62160882393574
5,-2.719,-2.90291079571909,-3.16044152885549,-2.59627007992908
6,-2.719,-2.87575785768743,-3.12899433353976,-2.57093133592241
7,-2.719,-2.84860491965578,-3.09754713822403,-2.54559259191575
8,-2.719,-2.82145198162412,-3.06609994290829,-2.52025384790908
9,-2.719,-2.79429904359247,-3.03465274759256,-2.49491510390242
10,-2.719,-2.76714610556081,-3.00320555227683,-2.46957635989575
11,-2.719,-2.73999316752916,-2.9717583569611,-2.44423761588908
12,-2.719,-2.7128402294975,-2.94031116164537,-2.41889887188242
13,-2.719,-2.68568729146585,-2.90886396632963,-2.39356012787575
14,-2.719,-2.65853435343419,-2.8774167710139,-2.36822138386909
15,-2.719,-2.63138141540254,-2.84596957569817,-2.34006679877611
16,-2.719,-2.60422847737088,-2.81452238038244,-2.3096638308005
17,-2.719,-2.57707553933923,-2.78307518506671,-2.27926086282489
18,-2.719,-2.54992260130757,-2.75162798975097,-2.24885789484928
19,-2.719,-2.52276966327591,-2.72018079443524,-2.21845492687367
20,-2.719,-2.49561672524426,-2.68873359911951,-2.18805195889807
21,-2.719,-2.4684637872126,-2.65728640380378,-2.15764899092246
22,-2.719,-2.44131084918095,-2.62583920848805,-2.12724602294685
23,-2.719,-2.41415791114929,-2.59439201317231,-2.09684305497124
24,-2.719,-2.38700497311764,-2.56294481785658,-2.06644008699563
25,-2.719,-2.35985203508598,-2.53149762254085,-2.03603711902002
26,-2.719,-2.33269909705433,-2.50005042722512,-2.00563415104442
27,-2.719,-2.30554615902267,-2.46860323190939,-1.97523118306881
28,-2.719,-2.27839322099102,-2.43715603659365,-1.9448282150932
29,-2.719,-2.25124028295936,-2.40570884127792,-1.91442524711759
30,-2.719,-2.22408734492771,-2.37426164596219,-1.88402227914198
31,-2.719,-2.19693440689605,-2.34534019830765,-1.85361931116637
0,-2.219,-2.6647667422018,-2.90815905313642,-2.39547029528984
1,-2.219,-2.63761380417015,-2.87671185782069,-2.37013155128317
2,-2.219,-2.61046086613849,-2.84526466250496,-2.34479280727651
3,-2.219,-2.58330792810684,-2.81381746718923,-2.31945406326984
4,-2.219,-2.55615499007518,-2.7823702718735,-2.29411531926317
