"tempTest","lnBWg","model_predFE","CI_2.5","CI_97.5"
26,-2.5405,-2.23445181060521,-2.48577603200385,-1.74768326551442
27,-2.5405,-2.2307561094004,-2.47930290377339,-1.73725115509685
28,-2.5405,-2.22706040819558,-2.47282977554293,-1.72681904467927
29,-2.5405,-2.22336470699077,-2.46635664731247,-1.71638693426169
30,-2.5405,-2.21966900578596,-2.45988351908201,-1.70595482384412
31,-2.5405,-2.21597330458114,-2.45341039085155,-1.69552271342654
0,-2.0405,-1.98411551497223,-2.42532502228262,-1.55497330712107
1,-2.0405,-1.97814171735597,-2.40899637112862,-1.55751071055473
2,-2.0405,-1.97216791973972,-2.39266771997462,-1.56004811398839
3,-2.0405,-1.96619412212346,-2.37633906882061,-1.56258551742206
4,-2.0405,-1.96022032450721,-2.36001041766661,-1.56512292085572
5,-2.0405,-1.95424652689095,-2.34368176651261,-1.56766032428938
6,-2.0405,-1.9482727292747,-2.3273531153586,-1.57019772772304
7,-2.0405,-1.94229893165844,-2.3110244642046,-1.5727351311567
8,-2.0405,-1.93632513404218,-2.2946958130506,-1.57527253459037
9,-2.0405,-1.93035133642593,-2.27836716189659,-1.57780993802403
10,-2.0405,-1.92437753880967,-2.26203851074259,-1.58034734145769
11,-2.0405,-1.91840374119342,-2.24570985958859,-1.58288474489135
12,-2.0405,-1.91242994357716,-2.22938120843458,-1.58542214832501
13,-2.0405,-1.90645614596091,-2.21305255728058,-1.58548280858169
14,-2.0405,-1.90048234834465,-2.19672390612658,-1.57306402045704
15,-2.0405,-1.8945085507284,-2.18039525497257,-1.5606452323324
16,-2.0405,-1.88853475311214,-2.16406660381857,-1.54822644420776
17,-2.0405,-1.88256095549589,-2.14773795266457,-1.53580765608312
18,-2.0405,-1.87658715787963,-2.13140930151056,-1.52338886795848
19,-2.0405,-1.87061336026338,-2.11508065035656,-1.51097007983384
20,-2.0405,-1.86463956264712,-2.09875199920256,-1.4985512917092
21,-2.0405,-1.85866576503087,-2.08242334804855,-1.48613250358456
22,-2.0405,-1.85269196741461,-2.06609469689455,-1.47371371545992
23,-2.0405,-1.84671816979836,-2.04976604574055,-1.46129492733528
24,-2.0405,-1.8407443721821,-2.03386699096989,-1.44887613921064
25,-2.0405,-1.83477057456584,-2.02550917232229,-1.436457351086
26,-2.0405,-1.82879677694959,-2.0171513536747,-1.42403856296136
27,-2.0405,-1.82282297933333,-2.0087935350271,-1.41161977483672
28,-2.0405,-1.81684918171708,-2.00043571637951,-1.39920098671207
29,-2.0405,-1.81087538410082,-1.99207789773191,-1.38678219858743
30,-2.0405,-1.80490158648457,-1.98372007908432,-1.37436341046279
31,-2.0405,-1.79892778886831,-1.97536226043672,-1.36194462233815
0,-1.5405,-1.6376909880141,-2.03724959170557,-1.25444504410849
1,-1.5405,-1.62943909398641,-2.01914293846159,-1.25429667902784
2,-1.5405,-1.62118719995871,-2.00103628521761,-1.25414831394719
3,-1.5405,-1.61293530593101,-1.98292963197362,-1.25399994886655
4,-1.5405,-1.60468341190331,-1.96482297872964,-1.2538515837859
5,-1.5405,-1.59643151787562,-1.94671632548565,-1.25370321870525
6,-1.5405,-1.58817962384792,-1.92860967224167,-1.2535548536246
7,-1.5405,-1.57992772982022,-1.91050301899768,-1.25340648854395
8,-1.5405,-1.57167583579252,-1.8923963657537,-1.2532581234633
9,-1.5405,-1.56342394176483,-1.87428971250972,-1.25310975838265
10,-1.5405,-1.55517204773713,-1.85618305926573,-1.252961393302
11,-1.5405,-1.54692015370943,-1.83807640602175,-1.25281302822136
12,-1.5405,-1.53866825968173,-1.81996975277776,-1.25266466314071
13,-1.5405,-1.53041636565404,-1.80186309953378,-1.25251629806006
14,-1.5405,-1.52216447162634,-1.78375644628979,-1.25236793297941
15,-1.5405,-1.51391257759864,-1.76564979304581,-1.25221956789876
16,-1.5405,-1.50566068357094,-1.74754313980182,-1.24444851872533
17,-1.5405,-1.49740878954325,-1.72943648655784,-1.23004305289363
18,-1.5405,-1.48915689551555,-1.71132983331386,-1.21563758706192
19,-1.5405,-1.48090500148785,-1.69322318006987,-1.20123212123022
20,-1.5405,-1.47265310746015,-1.67511652682589,-1.18682665539851
21,-1.5405,-1.46440121343246,-1.6570098735819,-1.17242118956681
22,-1.5405,-1.45614931940476,-1.63890322033792,-1.15801572373511
23,-1.5405,-1.44789742537706,-1.62079656709393,-1.1436102579034
24,-1.5405,-1.43964553134936,-1.60268991384995,-1.1292047920717
25,-1.5405,-1.43139363732167,-1.58458326060596,-1.11479932623999
26,-1.5405,-1.42314174329397,-1.56647660736198,-1.10039386040829
27,-1.5405,-1.41488984926627,-1.548369954118,-1.08598839457658
28,-1.5405,-1.40663795523857,-1.53026330087401,-1.07158292874488
29,-1.5405,-1.39838606121088,-1.51779914815136,-1.05717746291317
30,-1.5405,-1.39013416718318,-1.50755663908663,-1.04277199708147
31,-1.5405,-1.38188227315548,-1.49731413002189,-1.02836653124977
0,-1.0405,-1.29126646105598,-1.64917416112853,-0.953916781095911
1,-1.0405,-1.28073647061684,-1.62928950579456,-0.951082647500952
2,-1.0405,-1.2702064801777,-1.6094048504606,-0.948248513905993
3,-1.0405,-1.25967648973856,-1.58952019512663,-0.945414380311034
4,-1.0405,-1.24914649929942,-1.56963553979267,-0.942580246716075
5,-1.0405,-1.23861650886028,-1.5497508844587,-0.939746113121115
6,-1.0405,-1.22808651842114,-1.52986622912473,-0.936911979526156
7,-1.0405,-1.217556527982,-1.50998157379077,-0.934077845931197
8,-1.0405,-1.20702653754286,-1.4900969184568,-0.931243712336238
9,-1.0405,-1.19649654710372,-1.47021226312284,-0.928409578741279
10,-1.0405,-1.18596655666458,-1.45032760778887,-0.92557544514632
11,-1.0405,-1.17543656622544,-1.43044295245491,-0.92274131155136
12,-1.0405,-1.1649065757863,-1.41055829712094,-0.919907177956401
13,-1.0405,-1.15437658534716,-1.39067364178698,-0.917073044361442
14,-1.0405,-1.14384659490802,-1.37078898645301,-0.914238910766483
15,-1.0405,-1.13331660446888,-1.35090433111905,-0.911404777171524
16,-1.0405,-1.12278661402975,-1.33101967578508,-0.908570643576565
17,-1.0405,-1.11225662359061,-1.31113502045111,-0.905736509981606
18,-1.0405,-1.10172663315147,-1.29125036511715,-0.902902376386646
19,-1.0405,-1.09119664271233,-1.27136570978318,-0.891494162626596
20,-1.0405,-1.08066665227319,-1.25148105444922,-0.875102019087828
21,-1.0405,-1.07013666183405,-1.23159639911525,-0.85870987554906
22,-1.0405,-1.05960667139491,-1.21171174378129,-0.842317732010292
23,-1.0405,-1.04907668095577,-1.19182708844732,-0.825925588471524
24,-1.0405,-1.03854669051663,-1.17194243311336,-0.809533444932756
25,-1.0405,-1.02801670007749,-1.15205777777939,-0.793141301393988
26,-1.0405,-1.01748670963835,-1.13217312244543,-0.77674915785522
27,-1.0405,-1.00695671919921,-1.11228846711146,-0.760357014316452
28,-1.0405,-0.996426728760069,-1.09240381177749,-0.743964870777684
29,-1.0405,-0.98589673832093,-1.07251915644353,-0.727572727238916
30,-1.0405,-0.97536674788179,-1.05977476941901,-0.711180583700148
31,-1.0405,-0.96483675744265,-1.04931351682705,-0.69478844016138
0,-0.5405,-0.944841934097856,-1.26109873055148,-0.653388518083331
1,-0.5405,-0.932033847247274,-1.23943607312753,-0.647868615974062
2,-0.5405,-0.919225760396692,-1.21777341570359,-0.642348713864792
3,-0.5405,-0.90641767354611,-1.19611075827964,-0.636828811755522
4,-0.5405,-0.893609586695528,-1.17444810085569,-0.631308909646253
5,-0.5405,-0.880801499844947,-1.15278544343175,-0.625789007536983
6,-0.5405,-0.867993412994365,-1.1311227860078,-0.620269105427713
7,-0.5405,-0.855185326143783,-1.10946012858385,-0.614749203318444
8,-0.5405,-0.842377239293201,-1.08779747115991,-0.609229301209174
9,-0.5405,-0.829569152442619,-1.06613481373596,-0.603709399099904
10,-0.5405,-0.816761065592038,-1.04447215631201,-0.598189496990635
11,-0.5405,-0.803952978741456,-1.02280949888807,-0.592669594881365
12,-0.5405,-0.791144891890874,-1.00114684146412,-0.587149692772095
13,-0.5405,-0.778336805040292,-0.979484184040175,-0.581629790662826
14,-0.5405,-0.76552871818971,-0.957821526616228,-0.576109888553556
15,-0.5405,-0.752720631339129,-0.936158869192282,-0.570589986444286
16,-0.5405,-0.739912544488547,-0.914496211768335,-0.565070084335017
17,-0.5405,-0.727104457637965,-0.892833554344389,-0.559550182225747
18,-0.5405,-0.714296370787383,-0.871170896920442,-0.554030280116477
19,-0.5405,-0.701488283936801,-0.849508239496496,-0.548510378007208
20,-0.5405,-0.688680197086219,-0.827845582072549,-0.542990475897938
21,-0.5405,-0.675872110235638,-0.806182924648603,-0.537470573788668
22,-0.5405,-0.663064023385056,-0.784520267224656,-0.526619740285479
23,-0.5405,-0.650255936534474,-0.76285760980071,-0.508240919039647
24,-0.5405,-0.637447849683892,-0.741194952376763,-0.489862097793815
25,-0.5405,-0.62463976283331,-0.719532294952817,-0.471483276547984
26,-0.5405,-0.611831675982728,-0.703685309434416,-0.453104455302152
27,-0.5405,-0.599023589132147,-0.691152388125389,-0.43472563405632
28,-0.5405,-0.586215502281565,-0.678619466816362,-0.416346812810488
29,-0.5405,-0.573407415430983,-0.666086545507335,-0.397967991564657
30,-0.5405,-0.560599328580401,-0.653553624198308,-0.379589170318825
31,-0.5405,-0.547791241729819,-0.641020702889281,-0.361210349072993
0,-0.0405000000000002,-0.598417407139732,-0.873023299974432,-0.352860255070751
1,-0.0405000000000002,-0.583331223877708,-0.849582640460504,-0.344654584447171
2,-0.0405000000000002,-0.568245040615684,-0.826141980946577,-0.336448913823591
3,-0.0405000000000002,-0.55315885735366,-0.802701321432649,-0.328243243200011
4,-0.0405000000000002,-0.538072674091636,-0.779260661918721,-0.320037572576431
5,-0.0405000000000002,-0.522986490829612,-0.755820002404794,-0.31183190195285
6,-0.0405000000000002,-0.507900307567588,-0.732379342890866,-0.30362623132927
7,-0.0405000000000002,-0.492814124305564,-0.708938683376939,-0.29542056070569
8,-0.0405000000000002,-0.47772794104354,-0.685498023863011,-0.28721489008211
9,-0.0405000000000002,-0.462641757781516,-0.662057364349084,-0.27900921945853
10,-0.0405000000000002,-0.447555574519492,-0.638616704835156,-0.27080354883495
11,-0.0405000000000002,-0.432469391257468,-0.615176045321228,-0.262597878211369
12,-0.0405000000000002,-0.417383207995444,-0.591735385807301,-0.254392207587789
13,-0.0405000000000002,-0.40229702473342,-0.568294726293373,-0.246186536964209
14,-0.0405000000000002,-0.387210841471396,-0.544854066779446,-0.237980866340629
15,-0.0405000000000002,-0.372124658209372,-0.521413407265518,-0.229775195717049
16,-0.0405000000000002,-0.357038474947348,-0.497972747751591,-0.221569525093469
17,-0.0405000000000002,-0.341952291685324,-0.474532088237663,-0.213363854469888
18,-0.0405000000000002,-0.3268661084233,-0.451091428723735,-0.205158183846308
19,-0.0405000000000002,-0.311779925161276,-0.427650769209808,-0.196203404520518
20,-0.0405000000000002,-0.296693741899252,-0.40421010969588,-0.180251827229371
21,-0.0405000000000002,-0.281607558637228,-0.380769450181953,-0.164300249938223
22,-0.0405000000000002,-0.266521375375204,-0.364169199186361,-0.148348672647075
23,-0.0405000000000002,-0.25143519211318,-0.349564609160266,-0.132397095355928
24,-0.0405000000000002,-0.236349008851156,-0.334960019134171,-0.11644551806478
25,-0.0405000000000002,-0.221262825589132,-0.320355429108077,-0.100493940773632
26,-0.0405000000000002,-0.206176642327108,-0.305750839081982,-0.0845423634824847
27,-0.0405000000000002,-0.191090459065084,-0.291146249055887,-0.0685907861913371
28,-0.0405000000000002,-0.17600427580306,-0.276541659029792,-0.0526392089001895
29,-0.0405000000000002,-0.160918092541036,-0.261937069003697,-0.0366876316090418
30,-0.0405000000000002,-0.145831909279012,-0.247332478977602,-0.0207360543178942
31,-0.0405000000000002,-0.130745726016988,-0.232727888951507,-0.000424875490499954
0,0.4595,-0.251992880181608,-0.484947869397384,-0.0523319920581713
1,0.4595,-0.234628600508142,-0.459729207793475,-0.0414405529202806
2,0.4595,-0.217264320834676,-0.434510546189567,-0.0305491137823899
3,0.4595,-0.19990004116121,-0.409291884585658,-0.0196576746444992
4,0.4595,-0.182535761487744,-0.38407322298175,-0.00876623550660858
5,0.4595,-0.165171481814278,-0.358854561377841,0.0021252036312821
6,0.4595,-0.147807202140811,-0.333635899773932,0.0130166427691728
7,0.4595,-0.130442922467345,-0.308417238170024,0.0239080819070634
8,0.4595,-0.113078642793879,-0.283198576566115,0.0347995210449541
9,0.4595,-0.0957143631204129,-0.257979914962206,0.0456909601828448
10,0.4595,-0.0783500834469467,-0.232761253358298,0.0565823993207355
11,0.4595,-0.0609858037734806,-0.207542591754389,0.0735479116160106
12,0.4595,-0.0436215241000144,-0.182323930150481,0.0920266213758038
13,0.4595,-0.0262572444265482,-0.157105268546572,0.110505331135597
14,0.4595,-0.00889296475308208,-0.131886606942663,0.12898404089539
15,0.4595,0.00847131492038409,-0.106667945338755,0.147462750655183
16,0.4595,0.0258355945938503,-0.0814492837348461,0.165941460414976
17,0.4595,0.0431998742673164,-0.0579026974180118,0.18442017017477
18,0.4595,0.0605641539407826,-0.0412264386748491,0.202898879934563
19,0.4595,0.0779284336142487,-0.0245501799316863,0.221377589694356
20,0.4595,0.0952927132877149,-0.00787392118852359,0.239856299454149
21,0.4595,0.112656992961181,0.00880233755463915,0.258335009213942
22,0.4595,0.130021272634647,0.0254785962978019,0.276813718973735
23,0.4595,0.147385552308113,0.0421548550409646,0.295292428733529
24,0.4595,0.16474983198158,0.0588311137841274,0.313771138493322
25,0.4595,0.182114111655046,0.0755073725272901,0.332249848253115
26,0.4595,0.199478391328512,0.0921836312704528,0.350728558012908
27,0.4595,0.216842671001978,0.108859890013616,0.369207267772701
28,0.4595,0.234206950675444,0.125536148756778,0.387685977532494
29,0.4595,0.25157123034891,0.142212407499941,0.406164687292288
30,0.4595,0.268935510022377,0.158888666243104,0.424643397052081
31,0.4595,0.286299789695843,0.175564924986266,0.443122106811874
0,0.9595,0.0944316467765153,-0.116641200346475,0.283281726389489
1,0.9595,0.114074022861424,-0.0922296172958765,0.3029476875399
2,0.9595,0.133716398946332,-0.0678180342452782,0.322613648690312
3,0.9595,0.15335877503124,-0.0434064511946799,0.342279609840723
4,0.9595,0.173001151116149,-0.0189948681440816,0.361945570991135
5,0.9595,0.192643527201057,0.00541671490651666,0.381611532141546
6,0.9595,0.212285903285965,0.0298282979571149,0.401277493291958
7,0.9595,0.231928279370874,0.0542398810077132,0.420943454442369
8,0.9595,0.251570655455782,0.0786514640583115,0.440609415592781
9,0.9595,0.27121303154069,0.10306304710891,0.460275376743192
10,0.9595,0.290855407625599,0.127474630159508,0.479941337893604
11,0.9595,0.310497783710507,0.151886213210106,0.499607299044015
12,0.9595,0.330140159795415,0.176297796260705,0.519273260194427
13,0.9595,0.349782535880324,0.200709379311303,0.538939221344838
14,0.9595,0.369424911965232,0.225120962361901,0.55860518249525
15,0.9595,0.38906728805014,0.2495325454125,0.578271143645661
16,0.9595,0.408709664135049,0.273944128463098,0.597937104796073
17,0.9595,0.428352040219957,0.298355711513696,0.617603065946484
18,0.9595,0.447994416304865,0.322767294564294,0.637269027096895
19,0.9595,0.467636792389774,0.347178877614893,0.656934988247307
20,0.9595,0.487279168474682,0.371590460665491,0.676600949397718
21,0.9595,0.50692154455959,0.396002043716089,0.69626691054813
22,0.9595,0.526563920644499,0.415126391781965,0.715932871698541
23,0.9595,0.546206296729407,0.433874319242195,0.735598832848953
24,0.9595,0.565848672814315,0.452622246702426,0.755264793999364
25,0.9595,0.585491048899224,0.471370174162657,0.774930755149776
26,0.9595,0.605133424984132,0.490118101622887,0.794596716300187
27,0.9595,0.62477580106904,0.508866029083118,0.814262677450599
28,0.9595,0.644418177153949,0.527613956543348,0.83392863860101
29,0.9595,0.664060553238857,0.546361884003579,0.853594599751422
30,0.9595,0.683702929323765,0.56510981146381,0.873260560901833
31,0.9595,0.703345305408674,0.58385773892404,0.892926522052245
0,1.4595,0.440856173734639,0.157010520983873,0.7029044538731
1,1.4595,0.46277664623099,0.18333605305796,0.724455105440648
2,1.4595,0.48469711872734,0.209661585132046,0.746005757008195
3,1.4595,0.506617591223691,0.235987117206133,0.767556408575743
4,1.4595,0.528538063720041,0.262312649280219,0.78910706014329
5,1.4595,0.550458536216392,0.288638181354305,0.810657711710838
6,1.4595,0.572379008712742,0.314963713428392,0.832208363278385
7,1.4595,0.594299481209093,0.341289245502478,0.853759014845933
8,1.4595,0.616219953705443,0.367614777576565,0.87530966641348
9,1.4595,0.638140426201794,0.393940309650651,0.896860317981028
10,1.4595,0.660060898698144,0.420265841724738,0.918410969548575
11,1.4595,0.681981371194495,0.446591373798824,0.939961621116123
12,1.4595,0.703901843690845,0.47291690587291,0.96151227268367
13,1.4595,0.725822316187196,0.499242437946997,0.983062924251218
14,1.4595,0.747742788683546,0.525567970021083,1.00461357581877
15,1.4595,0.769663261179897,0.55189350209517,1.02616422738631
16,1.4595,0.791583733676247,0.578219034169256,1.04771487895386
17,1.4595,0.813504206172598,0.604544566243343,1.06926553052141
18,1.4595,0.835424678668948,0.630870098317429,1.09081618208896
19,1.4595,0.857345151165299,0.657195630391515,1.1123668336565
20,1.4595,0.879265623661649,0.683521162465602,1.13391748522405
21,1.4595,0.901186096158,0.709846694539688,1.1554681367916
22,1.4595,0.92310656865435,0.736172226613775,1.17701878835915
23,1.4595,0.945027041150701,0.762497758687861,1.19856943992669
24,1.4595,0.966947513647051,0.788823290761947,1.22012009149424
25,1.4595,0.988867986143402,0.815148822836034,1.24167074306179
26,1.4595,1.01078845863975,0.84147435491012,1.26322139462934
27,1.4595,1.0327089311361,0.867799886984207,1.28477204619688
28,1.4595,1.05462940363245,0.894125419058293,1.30632269776443
29,1.4595,1.0765498761288,0.92045095113238,1.32787334933198
30,1.4595,1.09847034862515,0.946776483206466,1.34942400089953
31,1.4595,1.1203908211215,0.973102015280552,1.37097465246707
0,1.9595,0.787280700692763,0.429001603153286,1.12252718135671
1,1.9595,0.811479269600555,0.457313812934436,1.1459625233414
2,1.9595,0.835677838508348,0.485626022715586,1.16939786532608
3,1.9595,0.859876407416141,0.513938232496736,1.19283320731076
4,1.9595,0.884074976323934,0.542250442277886,1.21626854929545
5,1.9595,0.908273545231726,0.570562652059036,1.23970389128013
6,1.9595,0.932472114139519,0.598874861840186,1.26313923326481
7,1.9595,0.956670683047312,0.627187071621336,1.2865745752495
8,1.9595,0.980869251955104,0.655499281402487,1.31000991723418
9,1.9595,1.0050678208629,0.683811491183637,1.33344525921886
10,1.9595,1.02926638977069,0.712123700964787,1.35688060120355
11,1.9595,1.05346495867848,0.740435910745937,1.38031594318823
12,1.9595,1.07766352758627,0.768748120527087,1.40375128517291
13,1.9595,1.10186209649407,0.797060330308237,1.4271866271576
14,1.9595,1.12606066540186,0.825372540089387,1.45062196914228
15,1.9595,1.15025923430965,0.853684749870537,1.47405731112696
16,1.9595,1.17445780321745,0.881996959651687,1.49749265311165
17,1.9595,1.19865637212524,0.910309169432837,1.52092799509633
18,1.9595,1.22285494103303,0.938621379213988,1.54436333708101
19,1.9595,1.24705350994082,0.966933588995138,1.5677986790657
20,1.9595,1.27125207884862,0.995245798776288,1.59123402105038
21,1.9595,1.29545064775641,1.02355800855744,1.61466936303507
22,1.9595,1.3196492166642,1.05187021833859,1.63810470501975
23,1.9595,1.34384778557199,1.08018242811974,1.66154004700443
24,1.9595,1.36804635447979,1.10849463790089,1.68497538898912
25,1.9595,1.39224492338758,1.13680684768204,1.7084107309738
26,1.9595,1.41644349229537,1.16511905746319,1.73184607295848
27,1.9595,1.44064206120317,1.19343126724434,1.75528141494317
28,1.9595,1.46484063011096,1.22174347702549,1.77871675692785
29,1.9595,1.48903919901875,1.25005568680664,1.80215209891253
30,1.9595,1.51323776792654,1.27836789658779,1.82558744089722
31,1.9595,1.53743633683434,1.30668010636894,1.8490227828819
0,2.4595,1.13370522765089,0.700992685322698,1.54214990884032
1,2.4595,1.16018189297012,0.731291572810912,1.56746994124214
2,2.4595,1.18665855828936,0.761590460299126,1.59278997364396
3,2.4595,1.21313522360859,0.79188934778734,1.61811000604578
4,2.4595,1.23961188892783,0.822188235275553,1.6434300384476
5,2.4595,1.26608855424706,0.852487122763767,1.66875007084942
6,2.4595,1.2925652195663,0.882786010251981,1.69407010325124
7,2.4595,1.31904188488553,0.913084897740195,1.71939013565306
8,2.4595,1.34551855020477,0.943383785228408,1.74471016805488
9,2.4595,1.371995215524,0.973682672716622,1.7700302004567
10,2.4595,1.39847188084324,1.00398156020484,1.79535023285852
11,2.4595,1.42494854616247,1.03428044769305,1.82067026526034
12,2.4595,1.4514252114817,1.06457933518126,1.84599029766216
13,2.4595,1.47790187680094,1.09487822266948,1.87131033006398
14,2.4595,1.50437854212017,1.12517711015769,1.8966303624658
15,2.4595,1.53085520743941,1.1554759976459,1.92195039486762
16,2.4595,1.55733187275864,1.18577488513412,1.94727042726944
17,2.4595,1.58380853807788,1.21607377262233,1.97259045967125
18,2.4595,1.61028520339711,1.24637266011055,1.99791049207307
19,2.4595,1.63676186871635,1.27667154759876,2.02323052447489
20,2.4595,1.66323853403558,1.30697043508697,2.04855055687671
21,2.4595,1.68971519935482,1.33726932257519,2.07387058927853
22,2.4595,1.71619186467405,1.3675682100634,2.09919062168035
23,2.4595,1.74266852999329,1.39786709755162,2.12451065408217
