"tempTestK1000","lnBWg","model_predFE","CI_2.5","CI_97.5","tempTestK1000_inC"
3.19335781574325,-3.19418321227783,-2.74408669623005,-2.64704422169872,-1.92852568637083,38
3.24335781574325,-3.19418321227783,-2.75023961147292,-2.77020232020848,-2.07409825450226,33.1724413741837
3.29335781574325,-3.19418321227783,-2.75639252671578,-2.89336041871824,-2.21967082263369,28.4914674469003
3.34335781574325,-3.19418321227783,-2.76254544195864,-3.016518517228,-2.36524339076511,23.9505016846193
3.39335781574325,-3.19418321227783,-2.7686983572015,-3.13967661573776,-2.509781813948,19.5433551659561
3.44335781574325,-3.19418321227783,-2.77485127244436,-3.26283471424752,-2.65191834667436,15.2641984396555
3.49335781574325,-3.19418321227783,-2.78100418768722,-3.38599281275728,-2.78189984750819,11.1075357993318
3.54335781574325,-3.19418321227783,-2.78715710293008,-3.50915091126704,-2.89365096370489,7.06818173625243
3.59335781574325,-3.19418321227783,-2.79331001817294,-3.6323090097768,-2.97973827255006,3.14123935801507
3.64335781574325,-3.19418321227783,-2.79946293341581,-3.75546710828657,-3.06582558139523,-0.677919415733356
3.19335781574325,-2.69418321227783,-2.31069288080073,-2.25700266476994,-1.58009613738472,38
3.24335781574325,-2.69418321227783,-2.32620638041325,-2.35624542524475,-1.72566870551615,33.1724413741837
3.29335781574325,-2.69418321227783,-2.34171988002576,-2.47940352375451,-1.87124127364758,28.4914674469003
3.34335781574325,-2.69418321227783,-2.35723337963827,-2.60256162226427,-2.01681384177901,23.9505016846193
3.39335781574325,-2.69418321227783,-2.37274687925079,-2.72571972077403,-2.16238640991043,19.5433551659561
3.44335781574325,-2.69418321227783,-2.3882603788633,-2.8488778192838,-2.30795897804186,15.2641984396555
3.49335781574325,-2.69418321227783,-2.40377387847581,-2.97203591779356,-2.43614572058357,11.1075357993318
3.54335781574325,-2.69418321227783,-2.41928737808833,-3.09519401630332,-2.53643073034638,7.06818173625243
3.59335781574325,-2.69418321227783,-2.43480087770084,-3.21835211481308,-2.62251803919156,3.14123935801507
3.64335781574325,-2.69418321227783,-2.45031437731335,-3.34151021332284,-2.70860534803673,-0.677919415733356
3.19335781574325,-2.19418321227783,-1.87729906537141,-1.87312779875996,-1.23166658839862,38
3.24335781574325,-2.19418321227783,-1.90217314935358,-1.9454773112324,-1.37723915653004,33.1724413741837
3.29335781574325,-2.19418321227783,-1.92704723333574,-2.06544662879079,-1.52281172466147,28.4914674469003
3.34335781574325,-2.19418321227783,-1.95192131731791,-2.18860472730055,-1.6683842927929,23.9505016846193
3.39335781574325,-2.19418321227783,-1.97679540130007,-2.31176282581031,-1.81395686092433,19.5433551659561
3.44335781574325,-2.19418321227783,-2.00166948528224,-2.43492092432007,-1.95952942905575,15.2641984396555
3.49335781574325,-2.19418321227783,-2.0265435692644,-2.55807902282983,-2.09039159365895,11.1075357993318
3.54335781574325,-2.19418321227783,-2.05141765324657,-2.68123712133959,-2.17921049698788,7.06818173625243
3.59335781574325,-2.19418321227783,-2.07629173722874,-2.80439521984935,-2.26529780583305,3.14123935801507
3.64335781574325,-2.19418321227783,-2.1011658212109,-2.92755331835911,-2.35138511467823,-0.677919415733356
3.19335781574325,-1.69418321227783,-1.44390524994209,-1.48925293274998,-0.883237039412512,38
3.24335781574325,-1.69418321227783,-1.47813991829391,-1.56160244522242,-1.02880960754394,33.1724413741837
3.29335781574325,-1.69418321227783,-1.51237458664572,-1.65148973382706,-1.17438217567537,28.4914674469003
3.34335781574325,-1.69418321227783,-1.54660925499754,-1.77464783233682,-1.31995474380679,23.9505016846193
3.39335781574325,-1.69418321227783,-1.58084392334936,-1.89780593084658,-1.46552731193822,19.5433551659561
3.44335781574325,-1.69418321227783,-1.61507859170118,-2.02096402935634,-1.61109988006965,15.2641984396555
3.49335781574325,-1.69418321227783,-1.649313260053,-2.1441221278661,-1.7359029547842,11.1075357993318
3.54335781574325,-1.69418321227783,-1.68354792840481,-2.26728022637586,-1.82199026362938,7.06818173625243
3.59335781574325,-1.69418321227783,-1.71778259675663,-2.39043832488562,-1.90807757247455,3.14123935801507
3.64335781574325,-1.69418321227783,-1.75201726510845,-2.51359642339539,-1.99416488131972,-0.677919415733356
3.19335781574325,-1.19418321227783,-1.01051143451277,-1.10537806673999,-0.534807490426405,38
3.24335781574325,-1.19418321227783,-1.05410668723424,-1.17772757921244,-0.680380058557831,33.1724413741837
3.29335781574325,-1.19418321227783,-1.09770193995571,-1.25007709168489,-0.825952626689259,28.4914674469003
3.34335781574325,-1.19418321227783,-1.14129719267718,-1.36069093737309,-0.971525194820686,23.9505016846193
3.39335781574325,-1.19418321227783,-1.18489244539865,-1.48384903588285,-1.11709776295211,19.5433551659561
3.44335781574325,-1.19418321227783,-1.22848769812012,-1.60700713439261,-1.26267033108354,15.2641984396555
3.49335781574325,-1.19418321227783,-1.27208295084159,-1.73016523290238,-1.3786827214257,11.1075357993318
3.54335781574325,-1.19418321227783,-1.31567820356306,-1.85332333141214,-1.46477003027087,7.06818173625243
3.59335781574325,-1.19418321227783,-1.35927345628453,-1.9764814299219,-1.55085733911604,3.14123935801507
3.64335781574325,-1.19418321227783,-1.402868709006,-2.09963952843166,-1.63694464796122,-0.677919415733356
3.19335781574325,-0.694183212277829,-0.577117619083443,-0.721503200730013,-0.186377941440297,38
3.24335781574325,-0.694183212277829,-0.630073456174565,-0.793852713202459,-0.331950509571724,33.1724413741837
3.29335781574325,-0.694183212277829,-0.683029293265688,-0.866202225674907,-0.477523077703151,28.4914674469003
3.34335781574325,-0.694183212277829,-0.735985130356811,-0.946734042409366,-0.623095645834578,23.9505016846193
3.39335781574325,-0.694183212277829,-0.788940967447934,-1.06989214091913,-0.768668213966006,19.5433551659561
3.44335781574325,-0.694183212277829,-0.841896804539057,-1.19305023942889,-0.914240782097432,15.2641984396555
3.49335781574325,-0.694183212277829,-0.894852641630179,-1.31620833793865,-1.02146248806719,11.1075357993318
3.54335781574325,-0.694183212277829,-0.947808478721302,-1.43936643644841,-1.10754979691237,7.06818173625243
3.59335781574325,-0.694183212277829,-1.00076431581243,-1.56252453495817,-1.19363710575754,3.14123935801507
3.64335781574325,-0.694183212277829,-1.05372015290355,-1.68568263346793,-1.27972441460271,-0.677919415733356
3.19335781574325,-0.194183212277829,-0.143723803654121,-0.337628334720032,0.162051607545809,38
3.24335781574325,-0.194183212277829,-0.206040225114896,-0.409977847192478,0.0164790394143822,33.1724413741837
3.29335781574325,-0.194183212277829,-0.268356646575671,-0.482327359664926,-0.129093528717046,28.4914674469003
3.34335781574325,-0.194183212277829,-0.330673068036446,-0.554676872137372,-0.274666096848472,23.9505016846193
3.39335781574325,-0.194183212277829,-0.392989489497221,-0.6559352459554,-0.4202386649799,19.5433551659561
3.44335781574325,-0.194183212277829,-0.455305910957996,-0.791471289276529,-0.565811233111327,15.2641984396555
3.49335781574325,-0.194183212277829,-0.517622332418771,-0.933607822002887,-0.66424225470869,11.1075357993318
3.54335781574325,-0.194183212277829,-0.579938753879546,-1.07574435472925,-0.750329563553863,7.06818173625243
3.59335781574325,-0.194183212277829,-0.642255175340321,-1.2178808874556,-0.836416872399036,3.14123935801507
3.64335781574325,-0.194183212277829,-0.704571596801097,-1.36001742018196,-0.922504181244209,-0.677919415733356
3.19335781574325,0.305816787722171,0.289670011775202,0.0462465312899499,0.510481156531916,38
3.24335781574325,0.305816787722171,0.217993005944775,-0.0261029811824967,0.36490858840049,33.1724413741837
3.29335781574325,0.305816787722171,0.146316000114347,-0.098452493654944,0.219336020269062,28.4914674469003
3.34335781574325,0.305816787722171,0.0746389942839198,-0.197123714257507,0.0737634521376353,23.9505016846193
3.39335781574325,0.305816787722171,0.00296198845349217,-0.339260246983866,-0.0718091159937925,19.5433551659561
3.44335781574325,0.305816787722171,-0.068715017376935,-0.481396779710225,-0.217381684125219,15.2641984396555
3.49335781574325,0.305816787722171,-0.140392023207362,-0.623533312436583,-0.307022021350186,11.1075357993318
3.54335781574325,0.305816787722171,-0.21206902903779,-0.765669845162943,-0.393109330195359,7.06818173625243
3.59335781574325,0.305816787722171,-0.283746034868217,-0.907806377889301,-0.479196639040532,3.14123935801507
3.64335781574325,0.305816787722171,-0.355423040698645,-1.04994291061566,-0.565283947885705,-0.677919415733356
3.19335781574325,0.805816787722171,0.723063827204524,0.430121397299931,0.858910705518022,38
3.24335781574325,0.805816787722171,0.642026237004445,0.357771884827485,0.713338137386596,33.1724413741837
3.29335781574325,0.805816787722171,0.560988646804365,0.255087328035157,0.567765569255168,28.4914674469003
3.34335781574325,0.805816787722171,0.479951056604285,0.112950795308799,0.422193001123741,23.9505016846193
3.39335781574325,0.805816787722171,0.398913466404205,-0.0291857374175606,0.276620432992313,19.5433551659561
3.44335781574325,0.805816787722171,0.317875876204126,-0.171322270143919,0.13628552085349,15.2641984396555
3.49335781574325,0.805816787722171,0.236838286004047,-0.313458802870277,0.0501982120083177,11.1075357993318
3.54335781574325,0.805816787722171,0.155800695803967,-0.455595335596637,-0.0358890968368554,7.06818173625243
3.59335781574325,0.805816787722171,0.0747631056038872,-0.597731868322995,-0.121976405682028,3.14123935801507
3.64335781574325,0.805816787722171,-0.00627448459619287,-0.739868401049355,-0.208063714527201,-0.677919415733356
3.19335781574325,1.30581678772217,1.15645764263385,0.813996263309913,1.20783082219537,38
3.24335781574325,1.30581678772217,1.06605946806411,0.707298370327821,1.07369685319182,33.1724413741837
3.29335781574325,1.30581678772217,0.975661293494382,0.565161837601461,0.939562884188281,28.4914674469003
3.34335781574325,1.30581678772217,0.88526311892465,0.423025304875103,0.805428915184738,23.9505016846193
3.39335781574325,1.30581678772217,0.794864944354918,0.280888772148743,0.671294946181195,19.5433551659561
3.44335781574325,1.30581678772217,0.704466769785186,0.138752239422385,0.537160977177653,15.2641984396555
3.49335781574325,1.30581678772217,0.614068595215455,-0.00338429330397325,0.407418445366822,11.1075357993318
3.54335781574325,1.30581678772217,0.523670420645722,-0.145520826030333,0.321331136521649,7.06818173625243
3.59335781574325,1.30581678772217,0.433272246075991,-0.287657358756691,0.235243827676477,3.14123935801507
3.64335781574325,1.30581678772217,0.342874071506258,-0.429793891483051,0.16285065105789,-0.677919415733356
3.19335781574325,1.80581678772217,1.58985145806317,1.15950941262049,1.61484309396835,38
3.24335781574325,1.80581678772217,1.49009269912378,1.01737287989413,1.4807091249648,33.1724413741837
3.29335781574325,1.80581678772217,1.3903339401844,0.875236347167767,1.34657515596126,28.4914674469003
3.34335781574325,1.80581678772217,1.29057518124502,0.733099814441409,1.21244118695772,23.9505016846193
3.39335781574325,1.80581678772217,1.19081642230563,0.590963281715049,1.07830721795418,19.5433551659561
3.44335781574325,1.80581678772217,1.09105766336625,0.448826748988691,0.944173248950634,15.2641984396555
3.49335781574325,1.80581678772217,0.991298904426863,0.306690216262333,0.810039279947092,11.1075357993318
3.54335781574325,1.80581678772217,0.891540145487479,0.164553683535973,0.691424542012766,7.06818173625243
3.59335781574325,1.80581678772217,0.791781386548095,0.0224171508096146,0.619075029540319,3.14123935801507
3.64335781574325,1.80581678772217,0.69202262760871,-0.119719381916745,0.546725517067872,-0.677919415733356
3.19335781574325,2.30581678772217,2.02324527349249,1.46958392218679,2.02185536574133,38
3.24335781574325,2.30581678772217,1.91412593018345,1.32744738946043,1.88772139673778,33.1724413741837
3.29335781574325,2.30581678772217,1.80500658687442,1.18531085673407,1.75358742773424,28.4914674469003
3.34335781574325,2.30581678772217,1.69588724356538,1.04317432400771,1.6194534587307,23.9505016846193
3.39335781574325,2.30581678772217,1.58676790025634,0.901037791281353,1.48531948972716,19.5433551659561
3.44335781574325,2.30581678772217,1.47764855694731,0.758901258554995,1.35118552072361,15.2641984396555
3.49335781574325,2.30581678772217,1.36852921363827,0.616764725828637,1.21705155172007,11.1075357993318
3.54335781574325,2.30581678772217,1.25940987032923,0.474628193102277,1.08291758271653,7.06818173625243
3.59335781574325,2.30581678772217,1.1502905270202,0.332491660375919,1.0029498955503,3.14123935801507
3.64335781574325,2.30581678772217,1.04117118371116,0.190355127649559,0.930600383077854,-0.677919415733356
3.19335781574325,2.80581678772217,2.45663908892181,1.77965843175309,2.42886763751431,38
3.24335781574325,2.80581678772217,2.33815916124312,1.63752189902674,2.29473366851076,33.1724413741837
3.29335781574325,2.80581678772217,2.21967923356444,1.49538536630038,2.16059969950722,28.4914674469003
3.34335781574325,2.80581678772217,2.10119930588575,1.35324883357402,2.02646573050368,23.9505016846193
3.39335781574325,2.80581678772217,1.98271937820706,1.21111230084766,1.89233176150014,19.5433551659561
3.44335781574325,2.80581678772217,1.86423945052837,1.0689757681213,1.75819779249659,15.2641984396555
3.49335781574325,2.80581678772217,1.74575952284968,0.926839235394942,1.62406382349305,11.1075357993318
3.54335781574325,2.80581678772217,1.62727959517099,0.784702702668583,1.48992985448951,7.06818173625243
3.59335781574325,2.80581678772217,1.5087996674923,0.642566169942224,1.38682476156028,3.14123935801507
3.64335781574325,2.80581678772217,1.39031973981361,0.500429637215865,1.31447524908784,-0.677919415733356
3.19335781574325,3.30581678772217,2.89003290435113,2.0897329413194,2.83587990928729,38
3.24335781574325,3.30581678772217,2.76219239230279,1.94759640859304,2.70174594028375,33.1724413741837
3.29335781574325,3.30581678772217,2.63435188025445,1.80545987586668,2.5676119712802,28.4914674469003
3.34335781574325,3.30581678772217,2.50651136820611,1.66332334314032,2.43347800227666,23.9505016846193
3.39335781574325,3.30581678772217,2.37867085615777,1.52118681041396,2.29934403327312,19.5433551659561
3.44335781574325,3.30581678772217,2.25083034410943,1.3790502776876,2.16521006426958,15.2641984396555
3.49335781574325,3.30581678772217,2.12298983206109,1.23691374496125,2.03107609526603,11.1075357993318
3.54335781574325,3.30581678772217,1.99514932001275,1.09477721223489,1.89694212626249,7.06818173625243
3.59335781574325,3.30581678772217,1.86730880796441,0.952640679508528,1.77069962757026,3.14123935801507
3.64335781574325,3.30581678772217,1.73946829591606,0.810504146782169,1.69835011509782,-0.677919415733356
3.19335781574325,3.80581678772217,3.32342671978046,2.3998074508857,3.24289218106027,38
3.24335781574325,3.80581678772217,3.18622562336247,2.25767091815935,3.10875821205673,33.1724413741837
3.29335781574325,3.80581678772217,3.04902452694447,2.11553438543299,2.97462424305318,28.4914674469003
3.34335781574325,3.80581678772217,2.91182343052648,1.97339785270663,2.84049027404964,23.9505016846193
3.39335781574325,3.80581678772217,2.77462233410848,1.83126131998027,2.7063563050461,19.5433551659561
3.44335781574325,3.80581678772217,2.63742123769049,1.68912478725391,2.57222233604256,15.2641984396555
3.49335781574325,3.80581678772217,2.5002201412725,1.54698825452755,2.43808836703901,11.1075357993318
3.54335781574325,3.80581678772217,2.3630190448545,1.40485172180119,2.30395439803547,7.06818173625243
3.59335781574325,3.80581678772217,2.22581794843651,1.26271518907483,2.16982042903193,3.14123935801507
3.64335781574325,3.80581678772217,2.08861685201852,1.12057865634847,2.0822249811078,-0.677919415733356
3.19335781574325,4.30581678772217,3.75682053520978,2.70988196045201,3.64990445283325,38
3.24335781574325,4.30581678772217,3.61025885442213,2.56774542772565,3.51577048382971,33.1724413741837
3.29335781574325,4.30581678772217,3.46369717363449,2.42560889499929,3.38163651482616,28.4914674469003
3.34335781574325,4.30581678772217,3.31713549284684,2.28347236227293,3.24750254582262,23.9505016846193
3.39335781574325,4.30581678772217,3.1705738120592,2.14133582954657,3.11336857681908,19.5433551659561
3.44335781574325,4.30581678772217,3.02401213127155,1.99919929682021,2.97923460781554,15.2641984396555
3.49335781574325,4.30581678772217,2.87745045048391,1.85706276409386,2.84510063881199,11.1075357993318
3.54335781574325,4.30581678772217,2.73088876969626,1.7149262313675,2.71096666980845,7.06818173625243
3.59335781574325,4.30581678772217,2.58432708890861,1.57278969864114,2.5770444146791,3.14123935801507
3.64335781574325,4.30581678772217,2.43776540812097,1.43065316591478,2.46609984711778,-0.677919415733356
3.19335781574325,4.80581678772217,4.1902143506391,3.01995647001831,4.05691672460623,38
3.24335781574325,4.80581678772217,4.0342920854818,2.87781993729195,3.92278275560269,33.1724413741837
3.29335781574325,4.80581678772217,3.87836982032451,2.73568340456559,3.78864878659915,28.4914674469003
3.34335781574325,4.80581678772217,3.72244755516721,2.59354687183924,3.6545148175956,23.9505016846193
3.39335781574325,4.80581678772217,3.56652529000991,2.45141033911288,3.52038084859206,19.5433551659561
3.44335781574325,4.80581678772217,3.41060302485261,2.30927380638652,3.38624687958852,15.2641984396555
3.49335781574325,4.80581678772217,3.25468075969531,2.16713727366016,3.25211291058498,11.1075357993318
3.54335781574325,4.80581678772217,3.09875849453802,2.0250007409338,3.11797894158143,7.06818173625243
3.59335781574325,4.80581678772217,2.94283622938072,1.88286420820744,2.99100130964282,3.14123935801507
3.64335781574325,4.80581678772217,2.78691396422342,1.74072767548108,2.86784321113306,-0.677919415733356
3.19335781574325,5.30581678772217,4.62360816606842,3.33003097958462,4.46392899637921,38
3.24335781574325,5.30581678772217,4.45832531654147,3.18789444685826,4.32979502737567,33.1724413741837
3.29335781574325,5.30581678772217,4.29304246701452,3.0457579141319,4.19566105837213,28.4914674469003
3.34335781574325,5.30581678772217,4.12775961748757,2.90362138140554,4.06152708936858,23.9505016846193
3.39335781574325,5.30581678772217,3.96247676796062,2.76148484867918,3.92739312036504,19.5433551659561
