"lnBWg","tempTestK1000","model_predFE","CI_2.5","CI_97.5"
-3.19418321227783,3.19335781574325,-3.08895826644334,-3.56623690820975,-2.83265536644841
-2.69418321227783,3.19335781574325,-2.69535931834135,-3.16712709336499,-2.44154428550669
-2.19418321227783,3.19335781574325,-2.30176037023935,-2.76801727852023,-2.05043320456496
-1.69418321227783,3.19335781574325,-1.90816142213736,-2.36890746367546,-1.65932212362324
-1.19418321227783,3.19335781574325,-1.51456247403536,-1.9697976488307,-1.26821104268152
-0.694183212277829,3.19335781574325,-1.12096352593337,-1.57068783398593,-0.877099961739797
-0.194183212277829,3.19335781574325,-0.727364577831378,-1.17157801914117,-0.485988880798074
0.305816787722171,3.19335781574325,-0.333765629729384,-0.772468204296407,-0.0948777998563521
0.805816787722171,3.19335781574325,0.0598333183726102,-0.373358389451643,0.29623328108537
1.30581678772217,3.19335781574325,0.453432266474604,0.0257514253931207,0.687344362027092
1.80581678772217,3.19335781574325,0.847031214576598,0.424861240237885,1.08420123595876
2.30581678772217,3.19335781574325,1.24063016267859,0.823971055082648,1.50714287671973
2.80581678772217,3.19335781574325,1.63422911078059,1.22308086992741,1.9300845174807
3.30581678772217,3.19335781574325,2.02782805888258,1.62219068477218,2.35302615824167
3.80581678772217,3.19335781574325,2.42142700698457,2.02130049961694,2.77596779900264
4.30581678772217,3.19335781574325,2.81502595508657,2.4204103144617,3.19890943976361
4.80581678772217,3.19335781574325,3.20862490318856,2.81952012930647,3.62185108052458
5.30581678772217,3.19335781574325,3.60222385129055,3.21862994415123,4.04479272128555
5.80581678772217,3.19335781574325,3.99582279939255,3.617739758996,4.46773436204652
6.30581678772217,3.19335781574325,4.38942174749454,4.01684957384076,4.89067600280749
6.80581678772217,3.19335781574325,4.78302069559654,4.41595938868552,5.31361764356846
7.30581678772217,3.19335781574325,5.17661964369853,4.81506920353029,5.73655928432943
7.80581678772217,3.19335781574325,5.57021859180052,5.21417901837505,6.1595009250904
8.30581678772217,3.19335781574325,5.96381753990252,5.61328883321981,6.58244256585137
8.80581678772217,3.19335781574325,6.35741648800451,6.01239864806458,7.00538420661233
9.30581678772217,3.19335781574325,6.7510154361065,6.41150846290934,7.4283258473733
9.80581678772217,3.19335781574325,7.1446143842085,6.81061827775411,7.85126748813427
10.3058167877222,3.19335781574325,7.53821333231049,7.20972809259887,8.27420912889524
10.8058167877222,3.19335781574325,7.93181228041249,7.60883790744363,8.69715076965621
11.3058167877222,3.19335781574325,8.32541122851448,7.99680548340942,9.12009241041718
-3.19418321227783,3.29335781574325,-2.98980667497399,-3.34053734214414,-2.72910822783985
-2.69418321227783,3.29335781574325,-2.59620772687199,-2.94142752729938,-2.33799714689813
-2.19418321227783,3.29335781574325,-2.20260877877,-2.54231771245462,-1.94688606595641
-1.69418321227783,3.29335781574325,-1.80900983066801,-2.14320789760985,-1.55577498501469
-1.19418321227783,3.29335781574325,-1.41541088256601,-1.74409808276509,-1.16466390407296
-0.694183212277829,3.29335781574325,-1.02181193446402,-1.34498826792032,-0.773552823131241
-0.194183212277829,3.29335781574325,-0.628212986362024,-0.945878453075562,-0.382441742189519
0.305816787722171,3.29335781574325,-0.23461403826003,-0.546768638230797,0.00866933875220356
0.805816787722171,3.29335781574325,0.158984909841964,-0.147658823386033,0.399780419693926
1.30581678772217,3.29335781574325,0.552583857943957,0.25145099145873,0.790891500635648
1.80581678772217,3.29335781574325,0.946182806045951,0.650560806303495,1.18200258157737
2.30581678772217,3.29335781574325,1.33978175414795,1.04967062114826,1.57311366251909
2.80581678772217,3.29335781574325,1.73338070224994,1.44878043599302,1.96422474346081
3.30581678772217,3.29335781574325,2.12697965035193,1.84789025083779,2.35533582440254
3.80581678772217,3.29335781574325,2.52057859845393,2.24700006568255,2.77164437526964
4.30581678772217,3.29335781574325,2.91417754655592,2.64610988052731,3.19458601603061
4.80581678772217,3.29335781574325,3.30777649465791,3.04521969537208,3.61752765679158
5.30581678772217,3.29335781574325,3.70137544275991,3.44432951021684,4.04046929755255
5.80581678772217,3.29335781574325,4.0949743908619,3.8434393250616,4.46341093831352
6.30581678772217,3.29335781574325,4.4885733389639,4.24254913990637,4.88635257907449
6.80581678772217,3.29335781574325,4.88217228706589,4.64165895475113,5.30929421983546
7.30581678772217,3.29335781574325,5.27577123516788,5.0407687695959,5.73223586059643
7.80581678772217,3.29335781574325,5.66937018326988,5.43987858444066,6.1551775013574
8.30581678772217,3.29335781574325,6.06296913137187,5.83898839928542,6.57811914211836
8.80581678772217,3.29335781574325,6.45656807947386,6.22523995303464,7.00106078287933
9.30581678772217,3.29335781574325,6.85016702757586,6.60069294327625,7.4240024236403
9.80581678772217,3.29335781574325,7.24376597567785,6.97614593351786,7.84694406440127
10.3058167877222,3.29335781574325,7.63736492377985,7.35159892375946,8.26988570516224
10.8058167877222,3.29335781574325,8.03096387188184,7.72705191400107,8.69282734592321
11.3058167877222,3.29335781574325,8.42456281998383,8.10250490424268,9.11576898668418
