"min_bw","max_bw","mean_bw","min_bwLOG","max_bwLOG","mean_bwLOG","min_temp","max_temp","mean_temp","n","MR","Temp"
0.041,318,27.1462572155061,-3.19418321227783,5.76205138278018,2.52489386847033,0,31,18.8784337349397,2490,"MMR","er"
0.198,230.5,31.5800878027771,-1.6194882482876,5.4402508624367,2.80552177361975,8,39,24.7131108462455,839,"MMR","warm"
0.04,126000,109.125238248271,-3.2188758248682,11.7440371859336,2.43677333655265,-1,31,19.3866387914755,3707,"RMR","er"
0.326,275,37.1972238441397,-1.12085789761543,5.61677109766657,2.72626448289956,1,36.73,22.2203753910323,959,"RMR","warm"
0.041,318,25.3871401991128,-3.19418321227783,5.76205138278018,2.5011877452266,0,31,18.8700401248328,2243,"AS","er"
0.326,230.5,27.5258885879973,-1.12085789761543,5.4402508624367,2.73634337589998,8,35,25.169147496617,739,"AS","warm"
0.041,318,25.3871401991128,-3.19418321227783,5.76205138278018,2.5011877452266,0,31,18.8700401248328,2243,"FAS","er"
0.326,230.5,27.5258885879973,-1.12085789761543,5.4402508624367,2.73634337589998,8,35,25.169147496617,739,"FAS","warm"
