"tempTest","lnBWg","model_predFE"
-1,-3.2188758248682,-5.87862699501358
0,-3.2188758248682,-5.80363718434614
1,-3.2188758248682,-5.72864737367869
2,-3.2188758248682,-5.65365756301125
3,-3.2188758248682,-5.57866775234381
4,-3.2188758248682,-5.50367794167637
5,-3.2188758248682,-5.42868813100893
6,-3.2188758248682,-5.35369832034148
7,-3.2188758248682,-5.27870850967404
8,-3.2188758248682,-5.2037186990066
9,-3.2188758248682,-5.12872888833916
10,-3.2188758248682,-5.05373907767172
11,-3.2188758248682,-4.97874926700428
12,-3.2188758248682,-4.90375945633683
13,-3.2188758248682,-4.82876964566939
14,-3.2188758248682,-4.75377983500195
15,-3.2188758248682,-4.67879002433451
16,-3.2188758248682,-4.60380021366707
17,-3.2188758248682,-4.52881040299962
18,-3.2188758248682,-4.45382059233218
19,-3.2188758248682,-4.37883078166474
20,-3.2188758248682,-4.3038409709973
21,-3.2188758248682,-4.22885116032986
22,-3.2188758248682,-4.15386134966241
23,-3.2188758248682,-4.07887153899497
24,-3.2188758248682,-4.00388172832753
25,-3.2188758248682,-3.92889191766009
26,-3.2188758248682,-3.85390210699265
27,-3.2188758248682,-3.7789122963252
28,-3.2188758248682,-3.70392248565776
29,-3.2188758248682,-3.62893267499032
30,-3.2188758248682,-3.55394286432288
31,-3.2188758248682,-3.47895305365544
-1,-2.7188758248682,-5.47342157975477
0,-2.7188758248682,-5.39843176908733
1,-2.7188758248682,-5.32344195841989
2,-2.7188758248682,-5.24845214775244
3,-2.7188758248682,-5.173462337085
4,-2.7188758248682,-5.09847252641756
5,-2.7188758248682,-5.02348271575012
6,-2.7188758248682,-4.94849290508268
7,-2.7188758248682,-4.87350309441524
8,-2.7188758248682,-4.79851328374779
9,-2.7188758248682,-4.72352347308035
10,-2.7188758248682,-4.64853366241291
11,-2.7188758248682,-4.57354385174547
12,-2.7188758248682,-4.49855404107803
13,-2.7188758248682,-4.42356423041058
14,-2.7188758248682,-4.34857441974314
15,-2.7188758248682,-4.2735846090757
16,-2.7188758248682,-4.19859479840826
17,-2.7188758248682,-4.12360498774082
18,-2.7188758248682,-4.04861517707337
