"Temperature","Intercept","SE_int","Slope","SE_slope","temp_categ","performance"
32,0.199494846214763,0.0590391213887014,0.756309050762961,0.168297146029369,"warm","MMR"
33,0.238474327455966,0.0591786170971573,0.756309050762961,0.168297146029369,"warm","MMR"
34,0.277453808697168,0.059350316783943,0.756309050762961,0.168297146029369,"warm","MMR"
35,0.316433289938371,0.0595539419082996,0.756309050762961,0.168297146029369,"warm","MMR"
5,-2.82007630044442,0.0911287562484216,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
6,-2.74508648977697,0.0905399743105319,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
7,-2.67009667910953,0.0899860097065186,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
8,-2.59510686844209,0.08946750918425,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
9,-2.52011705777465,0.0889850926748317,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
10,-2.44512724710721,0.0885393500035168,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
11,-2.37013743643976,0.0881308376320368,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
12,-2.29514762577232,0.0877600754693496,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
13,-2.22015781510488,0.087427543789299,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
14,-2.14516800443744,0.087133680294453,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
15,-2.07017819377,0.0868788773653553,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
16,-1.99518838310256,0.086663479533511,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
17,-1.92019857243511,0.0864877812146226,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
18,-1.84520876176767,0.0863520247358677,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
19,-1.77021895110023,0.0862563986874117,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
20,-1.69522914043279,0.08620103662394,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
21,-1.62023932976535,0.0861860161368671,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
22,-1.5452495190979,0.0862113583121685,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
23,-1.47025970843046,0.0862770275826434,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
24,-1.39526989776302,0.0863829319770153,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
25,-1.32028008709558,0.0865289237618118,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
26,-1.24529027642814,0.0867148004656156,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
27,-1.17030046576069,0.0869403062692325,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
28,-1.09531065509325,0.0872051337397444,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
29,-1.02032084442581,0.0875089258814653,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
30,-0.945331033758368,0.0878512784726051,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
31,-0.870341223090927,0.0882317426530664,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
32,-0.795351412423485,0.0886498277263132,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
33,-0.720361601756043,0.0891050041366667,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
34,-0.645371791088601,0.0895967065827094,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
35,-0.570381980421159,0.0901243372276499,0.810410830517612,0.185972778687776,"ecol_relev","RMR"
5,-2.37577450026794,0.171835877762043,0.822721556623272,0.0204154341326962,"warm","RMR"
6,-2.3083233020396,0.171699959298025,0.822721556623272,0.0204154341326962,"warm","RMR"
7,-2.24087210381126,0.17205809645911,0.822721556623272,0.0204154341326962,"warm","RMR"
8,-2.17342090558292,0.172907219307982,0.822721556623272,0.0204154341326962,"warm","RMR"
9,-2.10596970735458,0.174240149844983,0.822721556623272,0.0204154341326962,"warm","RMR"
10,-2.03851850912624,0.176045898971498,0.822721556623272,0.0204154341326962,"warm","RMR"
11,-1.97106731089789,0.178310102542904,0.822721556623272,0.0204154341326962,"warm","RMR"
12,-1.90361611266955,0.181015557868755,0.822721556623272,0.0204154341326962,"warm","RMR"
13,-1.83616491444121,0.184142817154809,0.822721556623272,0.0204154341326962,"warm","RMR"
14,-1.76871371621287,0.187670795347544,0.822721556623272,0.0204154341326962,"warm","RMR"
15,-1.70126251798453,0.191577355500454,0.822721556623272,0.0204154341326962,"warm","RMR"
16,-1.63381131975619,0.19583984337262,0.822721556623272,0.0204154341326962,"warm","RMR"
17,-1.56636012152785,0.200435552638185,0.822721556623272,0.0204154341326962,"warm","RMR"
18,-1.4989089232995,0.205342111287563,0.822721556623272,0.0204154341326962,"warm","RMR"
19,-1.43145772507116,0.210537787516139,0.822721556623272,0.0204154341326962,"warm","RMR"
20,-1.36400652684282,0.216001719145578,0.822721556623272,0.0204154341326962,"warm","RMR"
21,-1.29655532861448,0.221714074368311,0.822721556623272,0.0204154341326962,"warm","RMR"
22,-1.22910413038614,0.227656153594946,0.822721556623272,0.0204154341326962,"warm","RMR"
23,-1.1616529321578,0.233810442803122,0.822721556623272,0.0204154341326962,"warm","RMR"
24,-1.09420173392946,0.240160628445704,0.822721556623272,0.0204154341326962,"warm","RMR"
25,-1.02675053570111,0.246691583043639,0.822721556623272,0.0204154341326962,"warm","RMR"
26,-0.959299337472773,0.25338932935547,0.822721556623272,0.0204154341326962,"warm","RMR"
27,-0.891848139244431,0.260240989690999,0.822721556623272,0.0204154341326962,"warm","RMR"
28,-0.82439694101609,0.267234725657021,0.822721556623272,0.0204154341326962,"warm","RMR"
29,-0.756945742787748,0.274359672466844,0.822721556623272,0.0204154341326962,"warm","RMR"
30,-0.689494544559407,0.281605870948639,0.822721556623272,0.0204154341326962,"warm","RMR"
31,-0.622043346331065,0.28896419955916,0.822721556623272,0.0204154341326962,"warm","RMR"
32,-0.554592148102724,0.296426308040445,0.822721556623272,0.0204154341326962,"warm","RMR"
33,-0.487140949874382,0.303984553830632,0.822721556623272,0.0204154341326962,"warm","RMR"
34,-0.419689751646041,0.311631941935074,0.822721556623272,0.0204154341326962,"warm","RMR"
35,-0.3522385534177,0.319362068659288,0.822721556623272,0.0204154341326962,"warm","RMR"
5,-1.94226463425652,0.151317388556075,1.05872471150508,0.0286238371056584,"ecol_relev","AS"
6,-1.86882433288424,0.152249608941862,1.04487071168729,0.0269044319907808,"ecol_relev","AS"
7,-1.79538403151195,0.154480215647517,1.03101671186949,0.0252108862710753,"ecol_relev","AS"
8,-1.72194373013967,0.157954211371809,1.01716271205169,0.0235487797588524,"ecol_relev","AS"
9,-1.64850342876738,0.16259191558534,1.0033087122339,0.021925263633992,"ecol_relev","AS"
10,-1.5750631273951,0.168297152077402,0.989454712416106,0.0203495763700488,"ecol_relev","AS"
11,-1.50162282602281,0.174965522435283,0.975600712598307,0.0188337263225337,"ecol_relev","AS"
12,-1.42818252465053,0.182491476361972,0.961746712780518,0.0173933651624712,"ecol_relev","AS"
13,-1.35474222327824,0.190773546668627,0.947892712962713,0.0160488308573946,"ecol_relev","AS"
14,-1.28130192190595,0.199717689582857,0.934038713144925,0.0148262169090697,"ecol_relev","AS"
15,-1.20786162053367,0.209239019344232,0.920184713327125,0.0137580652532089,"ecol_relev","AS"
16,-1.13442131916138,0.21926235691516,0.906330713509337,0.0128828539896882,"ecol_relev","AS"
17,-1.0609810177891,0.229722000173861,0.892476713691548,0.0122420345555372,"ecol_relev","AS"
18,-0.987540716416812,0.240561043869953,0.878622713873749,0.0118736181903233,"ecol_relev","AS"
19,-0.914100415044526,0.251730483954083,0.86476871405596,0.0118031404097158,"ecol_relev","AS"
20,-0.84066011367224,0.263188258734591,0.85091471423816,0.0120358362345387,"ecol_relev","AS"
21,-0.767219812299955,0.274898317164308,0.837060714420361,0.0125548596140732,"ecol_relev","AS"
22,-0.693779510927669,0.286829761851564,0.823206714602561,0.0133267986300094,"ecol_relev","AS"
23,-0.620339209555384,0.298956087156483,0.809352714784773,0.0143107840194663,"ecol_relev","AS"
24,-0.546898908183098,0.311254516548817,0.795498714966984,0.0154663968819527,"ecol_relev","AS"
25,-0.473458606810813,0.32370543454844,0.781644715149185,0.0167581693958394,"ecol_relev","AS"
26,-0.400018305438527,0.336291904303961,0.767790715331374,0.0181570638105544,"ecol_relev","AS"
27,-0.326578004066241,0.348999260321004,0.753936715513597,0.0196402038348025,"ecol_relev","AS"
28,-0.253137702693956,0.361814765824814,0.740082715695797,0.0211899070988054,"ecol_relev","AS"
29,-0.17969740132167,0.374727324988659,0.726228715878019,0.0227926004389711,"ecol_relev","AS"
30,-0.106257099949385,0.387727241340456,0.712374716060198,0.0244378604304199,"ecol_relev","AS"
31,-0.0328167985770991,0.40080601482742,0.69852071624242,0.0261176439556443,"ecol_relev","AS"
32,0.0406235027951865,0.413956171141619,0.684666716424621,0.0278256993605253,"ecol_relev","AS"
33,0.114063804167472,0.427171117926592,0.670812716606821,0.0295571257016333,"ecol_relev","AS"
34,0.187504105539757,0.440445023374215,0.656958716789044,0.0313080457760154,"ecol_relev","AS"
35,0.260944406912043,0.453772713480664,0.643104716971222,0.0330753638924144,"ecol_relev","AS"
5,-0.787966034095362,0.15939146633356,0.790072733874441,0.0273403842011415,"warm","AS"
6,-0.806284359961671,0.181253369671989,0.790072733874441,0.0273403842011415,"warm","AS"
7,-0.824602685827981,0.204242403783509,0.790072733874441,0.0273403842011415,"warm","AS"
8,-0.84292101169429,0.228017907185833,0.790072733874441,0.0273403842011415,"warm","AS"
9,-0.8612393375606,0.252357689599258,0.790072733874441,0.0273403842011415,"warm","AS"
10,-0.879557663426909,0.277113103282162,0.790072733874441,0.0273403842011415,"warm","AS"
11,-0.897875989293219,0.302182017217755,0.790072733874441,0.0273403842011415,"warm","AS"
12,-0.916194315159528,0.327492445801791,0.790072733874441,0.0273403842011415,"warm","AS"
13,-0.934512641025838,0.352992441268951,0.790072733874441,0.0273403842011415,"warm","AS"
14,-0.952830966892147,0.378643706057706,0.790072733874441,0.0273403842011415,"warm","AS"
15,-0.971149292758456,0.404417457201766,0.790072733874441,0.0273403842011415,"warm","AS"
16,-0.989467618624766,0.430291685081523,0.790072733874441,0.0273403842011415,"warm","AS"
17,-1.00778594449108,0.456249295691925,0.790072733874441,0.0273403842011415,"warm","AS"
18,-1.02610427035738,0.482276825481782,0.790072733874441,0.0273403842011415,"warm","AS"
19,-1.04442259622369,0.508363535260466,0.790072733874441,0.0273403842011415,"warm","AS"
20,-1.06274092209,0.534500760127224,0.790072733874441,0.0273403842011415,"warm","AS"
21,-1.08105924795631,0.560681435557632,0.790072733874441,0.0273403842011415,"warm","AS"
22,-1.09937757382262,0.586899746796403,0.790072733874441,0.0273403842011415,"warm","AS"
23,-1.11769589968893,0.613150865944689,0.790072733874441,0.0273403842011415,"warm","AS"
24,-1.13601422555524,0.639430752338429,0.790072733874441,0.0273403842011415,"warm","AS"
25,-1.15433255142155,0.665735999230763,0.790072733874441,0.0273403842011415,"warm","AS"
26,-1.17265087728786,0.692063714780513,0.790072733874441,0.0273403842011415,"warm","AS"
27,-1.19096920315417,0.718411428756635,0.790072733874441,0.0273403842011415,"warm","AS"
28,-1.20928752902048,0.74477701873032,0.790072733874441,0.0273403842011415,"warm","AS"
29,-1.22760585488679,0.77115865118523,0.790072733874441,0.0273403842011415,"warm","AS"
30,-1.2459241807531,0.797554734156315,0.790072733874441,0.0273403842011415,"warm","AS"
31,-1.26424250661941,0.823963878856837,0.790072733874441,0.0273403842011415,"warm","AS"
32,-1.28256083248572,0.850384868371247,0.790072733874441,0.0273403842011415,"warm","AS"
33,-1.30087915835203,0.876816631945979,0.790072733874441,0.0273403842011415,"warm","AS"
34,-1.31919748421834,0.90325822374763,0.790072733874441,0.0273403842011415,"warm","AS"
35,-1.33751581008465,0.929708805210902,0.790072733874441,0.0273403842011415,"warm","AS"
5,1.30824476717125,0.173428325920931,0.110279328159909,0.0274959021196421,"ecol_relev","FAS"
6,1.30779638196541,0.183164324270022,0.102690041893348,0.0258161304715552,"ecol_relev","FAS"
7,1.30734799675956,0.194920476245025,0.0951007556267858,0.02415998347634,"ecol_relev","FAS"
8,1.30689961155372,0.208355108779741,0.0875114693602251,0.0225326709586537,"ecol_relev","FAS"
9,1.30645122634788,0.223165292037952,0.0799221830936644,0.0209409161544127,"ecol_relev","FAS"
10,1.30600284114204,0.239095547233502,0.0723328968271037,0.01939347643262,"ecol_relev","FAS"
11,1.3055544559362,0.25593681009993,0.0647436105605399,0.0179018473013335,"ecol_relev","FAS"
12,1.30510607073036,0.273520854309328,0.0571543242939822,0.0164811891366866,"ecol_relev","FAS"
13,1.30465768552451,0.291713389546688,0.0495650380274155,0.0151514786017541,"ecol_relev","FAS"
14,1.30420930031867,0.310407445884063,0.0419757517608578,0.0139387683164938,"ecol_relev","FAS"
15,1.30376091511283,0.329517678130406,0.034386465494294,0.0128761589941878,"ecol_relev","FAS"
16,1.30331252990699,0.34897572245269,0.0267971792277363,0.0120035798246851,"ecol_relev","FAS"
17,1.30286414470115,0.368726519853179,0.0192078929611786,0.0113648861266983,"ecol_relev","FAS"
18,1.30241575949531,0.388725449315365,0.0116186066946149,0.0110008906293672,"ecol_relev","FAS"
19,1.30196737428946,0.408936107929546,0.00402932042805715,0.0109390494334306,"ecol_relev","FAS"
20,1.30151898908362,0.429328595265252,-0.00355996583850657,0.011184375721337,"ecol_relev","FAS"
21,1.30107060387778,0.449878185709244,-0.0111492521050703,0.011717592241851,"ecol_relev","FAS"
22,1.30062221867194,0.470564297585764,-0.0187385383716341,0.0125019168737359,"ecol_relev","FAS"
23,1.3001738334661,0.491369689000515,-0.0263278246381917,0.0134936330537981,"ecol_relev","FAS"
24,1.29972544826026,0.512279827140674,-0.0339171109047495,0.0146506856619257,"ecol_relev","FAS"
25,1.29927706305441,0.533282390711367,-0.0415063971713132,0.0159371044308506,"ecol_relev","FAS"
26,1.29882867784857,0.554366875012495,-0.049095683437883,0.0173240946319403,"ecol_relev","FAS"
27,1.29838029264273,0.575524276551516,-0.0566849697044347,0.0187893975926357,"ecol_relev","FAS"
28,1.29793190743689,0.596746839631269,-0.0642742559709984,0.0203160753806734,"ecol_relev","FAS"
29,1.29748352223105,0.618027851508657,-0.0718635422375501,0.0218912910937983,"ecol_relev","FAS"
30,1.29703513702521,0.639361475842611,-0.0794528285041258,0.0235052883950634,"ecol_relev","FAS"
31,1.29658675181936,0.66074261650329,-0.0870421147706776,0.0251506021641195,"ecol_relev","FAS"
32,1.29613836661352,0.682166805595466,-0.0946314010372413,0.0268214698665435,"ecol_relev","FAS"
33,1.29568998140768,0.703630110903284,-0.102220687303805,0.0285133995217556,"ecol_relev","FAS"
34,1.29524159620184,0.72512905899843,-0.109809973570357,0.030222854078887,"ecol_relev","FAS"
35,1.294793210996,0.746660571048765,-0.117399259836932,0.0319470204394984,"ecol_relev","FAS"
5,1.68518977589159,0.165794606582563,-0.0325548369648642,0.0220064792270348,"warm","FAS"
6,1.647008171078,0.164816187733326,-0.0325548369648642,0.0220064792270348,"warm","FAS"
7,1.6088265662644,0.164059510478596,-0.0325548369648642,0.0220064792270348,"warm","FAS"
8,1.57064496145081,0.163527652984,-0.0325548369648642,0.0220064792270348,"warm","FAS"
9,1.53246335663722,0.163222812973199,-0.0325548369648642,0.0220064792270348,"warm","FAS"
10,1.49428175182363,0.163146263002748,-0.0325548369648642,0.0220064792270348,"warm","FAS"
11,1.45610014701003,0.163298324122109,-0.0325548369648642,0.0220064792270348,"warm","FAS"
12,1.41791854219644,0.163678359176973,-0.0325548369648642,0.0220064792270348,"warm","FAS"
13,1.37973693738285,0.164284786079212,-0.0325548369648642,0.0220064792270348,"warm","FAS"
14,1.34155533256925,0.165115110404131,-0.0325548369648642,0.0220064792270348,"warm","FAS"
15,1.30337372775566,0.166165975767886,-0.0325548369648642,0.0220064792270348,"warm","FAS"
16,1.26519212294207,0.167433229660269,-0.0325548369648642,0.0220064792270348,"warm","FAS"
17,1.22701051812847,0.168912001818973,-0.0325548369648642,0.0220064792270348,"warm","FAS"
18,1.18882891331488,0.170596791865985,-0.0325548369648642,0.0220064792270348,"warm","FAS"
19,1.15064730850129,0.172481562794084,-0.0325548369648642,0.0220064792270348,"warm","FAS"
20,1.1124657036877,0.1745598369765,-0.0325548369648642,0.0220064792270348,"warm","FAS"
21,1.0742840988741,0.176824791641569,-0.0325548369648642,0.0220064792270348,"warm","FAS"
22,1.03610249406051,0.179269351160079,-0.0325548369648642,0.0220064792270348,"warm","FAS"
23,0.997920889246917,0.181886273984809,-0.0325548369648642,0.0220064792270348,"warm","FAS"
24,0.959739284433324,0.184668232609855,-0.0325548369648642,0.0220064792270348,"warm","FAS"
25,0.921557679619731,0.187607885438932,-0.0325548369648642,0.0220064792270348,"warm","FAS"
26,0.883376074806138,0.190697939933647,-0.0325548369648642,0.0220064792270348,"warm","FAS"
27,0.845194469992545,0.193931206832361,-0.0325548369648642,0.0220064792270348,"warm","FAS"
28,0.807012865178952,0.197300645575285,-0.0325548369648642,0.0220064792270348,"warm","FAS"
29,0.768831260365359,0.200799401338356,-0.0325548369648642,0.0220064792270348,"warm","FAS"
30,0.730649655551766,0.204420834270163,-0.0325548369648642,0.0220064792270348,"warm","FAS"
31,0.692468050738173,0.208158541650412,-0.0325548369648642,0.0220064792270348,"warm","FAS"
32,0.65428644592458,0.212006373755113,-0.0325548369648642,0.0220064792270348,"warm","FAS"
33,0.616104841110987,0.21595844423409,-0.0325548369648642,0.0220064792270348,"warm","FAS"
34,0.577923236297394,0.220009135791388,-0.0325548369648642,0.0220064792270348,"warm","FAS"
35,0.539741631483801,0.224153101918729,-0.0325548369648642,0.0220064792270348,"warm","FAS"
