"tempTest","lnBWg","model_predFE"
0,-3.19418321227783,-4.68524766238891
1,-3.19418321227783,-4.58532328324328
2,-3.19418321227783,-4.48539890409766
3,-3.19418321227783,-4.38547452495203
4,-3.19418321227783,-4.2855501458064
5,-3.19418321227783,-4.18562576666077
6,-3.19418321227783,-4.08570138751515
7,-3.19418321227783,-3.98577700836952
8,-3.19418321227783,-3.88585262922389
9,-3.19418321227783,-3.78592825007826
10,-3.19418321227783,-3.68600387093264
11,-3.19418321227783,-3.58607949178701
12,-3.19418321227783,-3.48615511264138
13,-3.19418321227783,-3.38623073349575
14,-3.19418321227783,-3.28630635435013
15,-3.19418321227783,-3.1863819752045
16,-3.19418321227783,-3.08645759605887
17,-3.19418321227783,-2.98653321691324
18,-3.19418321227783,-2.88660883776762
19,-3.19418321227783,-2.78668445862199
20,-3.19418321227783,-2.68676007947636
21,-3.19418321227783,-2.58683570033073
22,-3.19418321227783,-2.48691132118511
23,-3.19418321227783,-2.38698694203948
24,-3.19418321227783,-2.28706256289385
25,-3.19418321227783,-2.18713818374822
26,-3.19418321227783,-2.0872138046026
27,-3.19418321227783,-1.98728942545697
28,-3.19418321227783,-1.88736504631134
29,-3.19418321227783,-1.78744066716571
30,-3.19418321227783,-1.68751628802009
31,-3.19418321227783,-1.58759190887446
0,-2.69418321227783,-4.22276284007711
1,-2.69418321227783,-4.1271652523419
2,-2.69418321227783,-4.03156766460669
3,-2.69418321227783,-3.93597007687148
4,-2.69418321227783,-3.84037248913626
5,-2.69418321227783,-3.74477490140105
6,-2.69418321227783,-3.64917731366584
7,-2.69418321227783,-3.55357972593063
8,-2.69418321227783,-3.45798213819541
9,-2.69418321227783,-3.3623845504602
10,-2.69418321227783,-3.26678696272499
11,-2.69418321227783,-3.17118937498978
12,-2.69418321227783,-3.07559178725456
13,-2.69418321227783,-2.97999419951935
14,-2.69418321227783,-2.88439661178414
15,-2.69418321227783,-2.78879902404893
16,-2.69418321227783,-2.69320143631371
17,-2.69418321227783,-2.5976038485785
18,-2.69418321227783,-2.50200626084329
19,-2.69418321227783,-2.40640867310808
20,-2.69418321227783,-2.31081108537286
21,-2.69418321227783,-2.21521349763765
22,-2.69418321227783,-2.11961590990244
23,-2.69418321227783,-2.02401832216722
24,-2.69418321227783,-1.92842073443201
25,-2.69418321227783,-1.8328231466968
26,-2.69418321227783,-1.73722555896159
27,-2.69418321227783,-1.64162797122637
28,-2.69418321227783,-1.54603038349116
29,-2.69418321227783,-1.45043279575595
30,-2.69418321227783,-1.35483520802074
31,-2.69418321227783,-1.25923762028552
0,-2.19418321227783,-3.76027801776532
1,-2.19418321227783,-3.66900722144052
2,-2.19418321227783,-3.57773642511572
3,-2.19418321227783,-3.48646562879092
4,-2.19418321227783,-3.39519483246613
5,-2.19418321227783,-3.30392403614133
6,-2.19418321227783,-3.21265323981653
7,-2.19418321227783,-3.12138244349173
8,-2.19418321227783,-3.03011164716694
9,-2.19418321227783,-2.93884085084214
10,-2.19418321227783,-2.84757005451734
11,-2.19418321227783,-2.75629925819254
12,-2.19418321227783,-2.66502846186775
13,-2.19418321227783,-2.57375766554295
14,-2.19418321227783,-2.48248686921815
15,-2.19418321227783,-2.39121607289335
16,-2.19418321227783,-2.29994527656855
17,-2.19418321227783,-2.20867448024376
18,-2.19418321227783,-2.11740368391896
19,-2.19418321227783,-2.02613288759416
20,-2.19418321227783,-1.93486209126936
21,-2.19418321227783,-1.84359129494457
22,-2.19418321227783,-1.75232049861977
23,-2.19418321227783,-1.66104970229497
24,-2.19418321227783,-1.56977890597017
25,-2.19418321227783,-1.47850810964538
26,-2.19418321227783,-1.38723731332058
27,-2.19418321227783,-1.29596651699578
28,-2.19418321227783,-1.20469572067098
29,-2.19418321227783,-1.11342492434618
30,-2.19418321227783,-1.02215412802139
31,-2.19418321227783,-0.93088333169659
0,-1.69418321227783,-3.29779319545352
1,-1.69418321227783,-3.21084919053914
2,-1.69418321227783,-3.12390518562475
3,-1.69418321227783,-3.03696118071037
4,-1.69418321227783,-2.95001717579599
5,-1.69418321227783,-2.8630731708816
6,-1.69418321227783,-2.77612916596722
7,-1.69418321227783,-2.68918516105284
8,-1.69418321227783,-2.60224115613846
9,-1.69418321227783,-2.51529715122407
10,-1.69418321227783,-2.42835314630969
11,-1.69418321227783,-2.34140914139531
12,-1.69418321227783,-2.25446513648093
13,-1.69418321227783,-2.16752113156654
14,-1.69418321227783,-2.08057712665216
15,-1.69418321227783,-1.99363312173778
16,-1.69418321227783,-1.9066891168234
17,-1.69418321227783,-1.81974511190901
18,-1.69418321227783,-1.73280110699463
19,-1.69418321227783,-1.64585710208025
20,-1.69418321227783,-1.55891309716586
21,-1.69418321227783,-1.47196909225148
22,-1.69418321227783,-1.3850250873371
23,-1.69418321227783,-1.29808108242272
24,-1.69418321227783,-1.21113707750833
25,-1.69418321227783,-1.12419307259395
26,-1.69418321227783,-1.03724906767957
27,-1.69418321227783,-0.950305062765185
28,-1.69418321227783,-0.863361057850803
29,-1.69418321227783,-0.77641705293642
30,-1.69418321227783,-0.689473048022037
31,-1.69418321227783,-0.602529043107654
0,-1.19418321227783,-2.83530837314172
1,-1.19418321227783,-2.75269115963775
2,-1.19418321227783,-2.67007394613379
3,-1.19418321227783,-2.58745673262982
4,-1.19418321227783,-2.50483951912585
5,-1.19418321227783,-2.42222230562188
6,-1.19418321227783,-2.33960509211792
7,-1.19418321227783,-2.25698787861395
8,-1.19418321227783,-2.17437066510998
9,-1.19418321227783,-2.09175345160601
10,-1.19418321227783,-2.00913623810204
11,-1.19418321227783,-1.92651902459808
12,-1.19418321227783,-1.84390181109411
13,-1.19418321227783,-1.76128459759014
14,-1.19418321227783,-1.67866738408617
15,-1.19418321227783,-1.5960501705822
16,-1.19418321227783,-1.51343295707824
17,-1.19418321227783,-1.43081574357427
18,-1.19418321227783,-1.3481985300703
19,-1.19418321227783,-1.26558131656633
20,-1.19418321227783,-1.18296410306237
21,-1.19418321227783,-1.1003468895584
22,-1.19418321227783,-1.01772967605443
23,-1.19418321227783,-0.935112462550462
24,-1.19418321227783,-0.852495249046494
25,-1.19418321227783,-0.769878035542526
26,-1.19418321227783,-0.687260822038558
27,-1.19418321227783,-0.604643608534591
28,-1.19418321227783,-0.522026395030623
29,-1.19418321227783,-0.439409181526655
30,-1.19418321227783,-0.356791968022687
31,-1.19418321227783,-0.274174754518719
0,-0.694183212277829,-2.37282355082992
1,-0.694183212277829,-2.29453312873637
2,-0.694183212277829,-2.21624270664282
3,-0.694183212277829,-2.13795228454927
4,-0.694183212277829,-2.05966186245571
5,-0.694183212277829,-1.98137144036216
6,-0.694183212277829,-1.90308101826861
7,-0.694183212277829,-1.82479059617505
8,-0.694183212277829,-1.7465001740815
9,-0.694183212277829,-1.66820975198795
10,-0.694183212277829,-1.5899193298944
11,-0.694183212277829,-1.51162890780084
12,-0.694183212277829,-1.43333848570729
13,-0.694183212277829,-1.35504806361374
14,-0.694183212277829,-1.27675764152018
15,-0.694183212277829,-1.19846721942663
16,-0.694183212277829,-1.12017679733308
17,-0.694183212277829,-1.04188637523952
18,-0.694183212277829,-0.963595953145972
19,-0.694183212277829,-0.885305531052419
20,-0.694183212277829,-0.807015108958866
21,-0.694183212277829,-0.728724686865313
22,-0.694183212277829,-0.65043426477176
23,-0.694183212277829,-0.572143842678207
24,-0.694183212277829,-0.493853420584654
25,-0.694183212277829,-0.415562998491101
26,-0.694183212277829,-0.337272576397549
27,-0.694183212277829,-0.258982154303996
28,-0.694183212277829,-0.180691732210443
29,-0.694183212277829,-0.10240131011689
30,-0.694183212277829,-0.0241108880233369
31,-0.694183212277829,0.054179534070216
0,-0.194183212277829,-1.91033872851813
1,-0.194183212277829,-1.83637509783499
2,-0.194183212277829,-1.76241146715185
3,-0.194183212277829,-1.68844783646871
4,-0.194183212277829,-1.61448420578558
5,-0.194183212277829,-1.54052057510244
6,-0.194183212277829,-1.4665569444193
7,-0.194183212277829,-1.39259331373616
8,-0.194183212277829,-1.31862968305302
9,-0.194183212277829,-1.24466605236988
10,-0.194183212277829,-1.17070242168675
11,-0.194183212277829,-1.09673879100361
12,-0.194183212277829,-1.02277516032047
13,-0.194183212277829,-0.948811529637333
14,-0.194183212277829,-0.874847898954195
15,-0.194183212277829,-0.800884268271057
16,-0.194183212277829,-0.726920637587919
